,Value
Invested,1190000.0
Final value,1850460.429207034
Wealth multiple,1.5550087640395243
XIRR,0.0862378299105238
TWR CAGR,0.0922652545181013
Volatility,0.0648584541032859
Sharpe,1.397755238656483
Sortino,2.6759308988176986
Max drawdown,-0.06533528233494146
Calmar,1.4121811557360888
Worst wealth drop,-0.021183400706847877
Annual sell turnover,0.0
Annual cost drag,0.00015173272485511605
Sharpe vs Liquid,0.2790713565006352
