Strategy,Windows,Median XIRR,5th pct XIRR,Worst XIRR,Best XIRR,XIRR std,% windows XIRR < 0,% windows beating Equity SIP,Median worst drop,Worst drop (any window)
Equity SIP,403,0.11798906513720817,0.01690197441676274,-0.07202480288208783,0.21539776281018935,0.05559696337046453,0.02977667493796526,0.0,-0.18459804039889283,-0.4122665280293284
Equal-weight SIP,403,0.08279173543855536,0.056150453174766836,0.047878816929089484,0.1409161618134944,0.02047440554053713,0.0,0.27543424317617865,-0.04968527528552669,-0.13885880726510846
Optimized SIP,403,0.0701702150316079,0.04791273185336225,0.03490965811698098,0.11633676143473816,0.017508854635037093,0.0,0.2555831265508685,-0.035114905064130286,-0.11451101898222382
Optimized + Ridge,403,0.08030178870098025,0.05264078959247776,0.04351445468100063,0.12434124733883727,0.018345327288988595,0.0,0.2977667493796526,-0.038088931115938585,-0.13362245882325885
Optimized + Random forest,403,0.07031837238436062,0.045400015674622436,0.035754442833154626,0.1119397171585992,0.016424793216626765,0.0,0.2506203473945409,-0.04141456291335677,-0.1188961823784972
Optimized + Gradient boosting,403,0.0711145785906963,0.04357950196830189,0.03289914274354426,0.11508394448366766,0.017576178400226856,0.0,0.22084367245657568,-0.046968944165245996,-0.1264361826156467
Optimized + Oracle (perfect foresight),403,0.10112198973732568,0.07187852434137625,0.05523975067604249,0.14590769970005976,0.0174097641621264,0.0,0.37220843672456577,-0.031231489677819302,-0.10403612910212978
