Strategy,Windows,Median XIRR,5th pct XIRR,Worst XIRR,Best XIRR,XIRR std,% windows XIRR < 0,% windows beating Equity SIP,Median worst drop,Worst drop (any window)
Equity SIP,403,0.11798906513720817,0.01690197441676274,-0.07202480288208783,0.21539776281018935,0.05559696337046453,0.02977667493796526,0.0,-0.18459804039889283,-0.4122665280293284
Equal-weight SIP,403,0.08279173543855536,0.056150453174766836,0.047878816929089484,0.1409161618134944,0.02047440554053713,0.0,0.27543424317617865,-0.04968527528552669,-0.13885880726510846
60/20/20 annual rebal,403,0.08996431216266472,0.05550965199544603,0.017362529582403922,0.14288685186521843,0.02439436207980696,0.0,0.3027295285359802,-0.08577880993887199,-0.21415543450507024
Risk-parity SIP,403,0.0731796298015079,0.048615737153036014,0.03460933816905689,0.10840735689252369,0.015705636959464808,0.0,0.2655086848635236,-0.03354251937186936,-0.11075237218568457
Max-Sharpe SIP,403,0.06669967951520366,0.04526797718402857,0.03249633232133577,0.13374104507197396,0.021746328045802787,0.0,0.23076923076923078,-0.036889272976344034,-0.11893296212918258
Optimized SIP,403,0.0701702150316079,0.04791273185336225,0.03490965811698098,0.11633676143473816,0.017508854635037093,0.0,0.2555831265508685,-0.035114905064130286,-0.11451101898222382
