Date,Nifty,Gold,Liquid
2004-01-27,1904.7,410.1,132.08194090850284
2004-01-28,1863.1,414.6,132.09730077169132
2004-01-29,1843.6,399.4,132.1129581018921
2004-01-30,1809.75,402.9,132.12861728793692
2004-01-31,1809.75,402.9,132.14427833004575
2004-02-01,1809.75,402.9,132.1599412284386
2004-02-02,1809.75,399.3,132.17560598333552
2004-02-03,1769.0,399.9,132.1912725949565
2004-02-04,1822.2,401.7,132.20694106352164
2004-02-05,1804.5,398.8,132.22261138925103
2004-02-06,1833.65,404.2,132.23828357236482
2004-02-07,1833.65,404.2,132.25395761308314
2004-02-08,1833.65,404.2,132.26963351162618
2004-02-09,1880.7,407.4,132.28531126821417
2004-02-10,1880.75,407.0,132.3009908830673
2004-02-11,1891.5,410.7,132.31667235640586
2004-02-12,1885.3,414.2,132.33250395562547
2004-02-13,1913.6,410.8,132.34833744908508
2004-02-14,1913.6,410.8,132.36417283701132
2004-02-15,1913.6,410.8,132.3800101196309
2004-02-16,1913.55,410.8,132.39584929717049
2004-02-17,1920.1,416.5,132.4116903698568
2004-02-18,1916.45,412.8,132.42768134879245
2004-02-19,1858.3,410.3,132.4436742589126
2004-02-20,1852.65,398.0,132.4596691004505
2004-02-21,1852.65,398.0,132.4756658736394
2004-02-22,1852.65,398.0,132.49166457871257
2004-02-23,1808.2,399.3,132.50766521590333
2004-02-24,1821.35,404.8,132.523667785445
2004-02-25,1786.8,396.1,132.539672287571
2004-02-26,1765.8,395.5,132.55567872251464
2004-02-27,1800.3,396.8,132.5716870905094
2004-02-28,1800.3,396.8,132.58769739178874
2004-02-29,1800.3,396.8,132.60370962658607
2004-03-01,1852.7,399.6,132.61972379513497
2004-03-02,1852.7,393.8,132.63573989766888
2004-03-03,1860.4,392.7,132.65175793442145
2004-03-04,1843.85,393.2,132.6673323410914
2004-03-05,1867.7,401.6,132.68290857632468
2004-03-06,1867.7,401.6,132.698486640336
2004-03-07,1867.7,401.6,132.7140665333401
2004-03-08,1885.25,400.9,132.72964825555167
2004-03-09,1866.05,404.5,132.7452318071855
2004-03-10,1844.35,400.3,132.76081718845637
2004-03-11,1805.4,401.0,132.77610723358555
2004-03-12,1812.2,395.6,132.79139903966714
2004-03-13,1812.2,395.6,132.80669260690394
2004-03-14,1812.2,395.6,132.82198793549878
2004-03-15,1763.4,399.6,132.83728502565452
2004-03-16,1749.35,402.6,132.85258387757403
2004-03-17,1749.85,407.1,132.86788449146025
2004-03-18,1716.65,411.3,132.883335752351
2004-03-19,1725.1,412.7,132.89878881007522
2004-03-20,1725.1,412.7,132.91424366484188
2004-03-21,1725.1,412.7,132.92970031685994
2004-03-22,1685.0,417.6,132.9451587663384
2004-03-23,1696.4,420.0,132.96061901348634
2004-03-24,1692.1,417.4,132.97608105851276
2004-03-25,1704.45,416.9,132.99154490162675
2004-03-26,1747.5,422.2,133.0070105430374
2004-03-27,1747.5,422.2,133.02247798295386
2004-03-28,1747.5,422.2,133.03794722158526
2004-03-29,1762.05,417.1,133.05341825914078
2004-03-30,1750.15,422.8,133.06889109582963
2004-03-31,1771.9,428.3,133.084365731861
2004-04-01,1819.65,428.8,133.10028918506714
2004-04-02,1841.1,422.5,133.11621454350356
2004-04-03,1841.1,422.5,133.1321418073982
2004-04-04,1841.1,422.5,133.14807097697906
2004-04-05,1856.6,416.3,133.16400205247416
2004-04-06,1851.15,419.8,133.17993503411154
2004-04-07,1848.7,423.7,133.19586992211924
2004-04-08,1853.55,420.7,133.2118067167254
2004-04-09,1853.55,420.7,133.2277454181581
2004-04-10,1853.55,420.7,133.24368602664552
2004-04-11,1853.55,420.7,133.2596285424158
2004-04-12,1838.2,420.9,133.2755729656972
2004-04-13,1878.45,407.7,133.29151929671792
2004-04-14,1878.45,400.5,133.30761653006203
2004-04-15,1861.95,398.3,133.3237157074227
2004-04-16,1868.95,401.6,133.3398168290347
2004-04-17,1868.1,401.6,133.35591989513284
2004-04-18,1868.1,401.6,133.37202490595195
2004-04-19,1844.05,401.2,133.3881318617269
2004-04-20,1844.25,398.3,133.40424076269255
2004-04-21,1873.35,391.4,133.42035160908384
2004-04-22,1889.55,393.9,133.43631526277008
2004-04-23,1892.45,395.7,133.45228082649655
2004-04-24,1892.45,395.7,133.46824830049178
2004-04-25,1892.45,395.7,133.48421768498434
2004-04-26,1892.45,396.6,133.5001889802028
2004-04-27,1817.25,399.1,133.51616218637582
2004-04-28,1816.55,385.9,133.532137303732
2004-04-29,1808.95,387.1,133.54826359582063
2004-04-30,1796.1,387.5,133.56439183543517
2004-05-01,1796.1,387.5,133.5805220228108
2004-05-02,1796.1,387.5,133.59665415818276
2004-05-03,1766.7,387.5,133.6127882417863
2004-05-04,1793.1,391.8,133.6289242738567
2004-05-05,1809.9,393.8,133.6450622546293
2004-05-06,1832.8,388.4,133.6612021843394
2004-05-07,1804.45,379.1,133.67734406322236
2004-05-08,1804.45,379.1,133.69348789151363
2004-05-09,1804.45,379.1,133.70963366944858
2004-05-10,1769.1,378.7,133.7257813972627
2004-05-11,1699.45,377.2,133.74193107519145
2004-05-12,1711.1,377.7,133.75808270347034
2004-05-13,1717.5,374.9,133.7742362823349
2004-05-14,1582.4,377.1,133.79039181202072
2004-05-15,1582.4,377.1,133.80654929276338
2004-05-16,1582.4,377.1,133.8227087247985
2004-05-17,1388.75,379.6,133.83887010836176
2004-05-18,1503.95,375.9,133.85503344368882
2004-05-19,1567.85,383.0,133.8711987310154
2004-05-20,1543.85,378.5,133.887216328251
2004-05-21,1560.2,384.9,133.9032358419811
2004-05-22,1560.2,384.9,133.91925727243503
2004-05-23,1560.2,384.9,133.93528061984216
2004-05-24,1608.85,385.7,133.95130588443183
2004-05-25,1606.7,388.4,133.96733306643344
2004-05-26,1598.8,388.3,133.9833621660764
2004-05-27,1586.4,394.9,133.99954295129362
2004-05-28,1508.75,394.9,134.0157256906177
2004-05-29,1508.75,394.9,134.03191038428466
2004-05-30,1508.75,394.9,134.0480970325305
2004-05-31,1483.6,394.9,134.06428563559132
2004-06-01,1507.9,395.4,134.0804761937031
2004-06-02,1535.2,392.5,134.09666870710208
2004-06-03,1495.1,388.9,134.1128631760243
2004-06-04,1521.1,391.7,134.12905960070594
2004-06-05,1521.1,391.7,134.1452579813832
2004-06-06,1521.1,391.7,134.1614583182923
2004-06-07,1542.55,394.5,134.17766061166947
2004-06-08,1550.55,391.8,134.193864861751
2004-06-09,1548.3,385.2,134.2100710687732
2004-06-10,1544.75,386.6,134.22642962179177
2004-06-11,1508.45,386.6,134.24279016871623
2004-06-12,1508.45,386.6,134.2591527097897
2004-06-13,1508.45,386.6,134.27551724525517
2004-06-14,1481.35,384.2,134.2918837753558
2004-06-15,1501.0,388.7,134.30825230033463
2004-06-16,1494.75,385.2,134.32462282043485
2004-06-17,1512.05,389.5,134.34114585307975
2004-06-18,1491.2,395.7,134.3576709181935
2004-06-19,1491.2,395.7,134.37419801602604
2004-06-20,1491.2,395.7,134.3907271468275
2004-06-21,1482.0,394.5,134.40725831084788
2004-06-22,1474.7,395.5,134.4237915083373
2004-06-23,1446.1,395.5,134.44032673954592
2004-06-24,1470.75,403.5,134.45671335789197
2004-06-25,1488.5,403.2,134.47310197356478
2004-06-26,1488.5,403.2,134.48949258680778
2004-06-27,1488.5,403.2,134.50588519786447
2004-06-28,1514.35,401.3,134.52227980697833
2004-06-29,1518.3,392.8,134.53867641439294
2004-06-30,1505.6,393.0,134.55507502035184
2004-07-01,1537.2,396.4,134.57162640051146
2004-07-02,1537.5,398.7,134.58817981662688
2004-07-03,1537.5,398.7,134.60473526894853
2004-07-04,1537.5,398.7,134.6212927577269
2004-07-05,1526.85,398.7,134.63785228321248
2004-07-06,1558.25,393.0,134.6544138456558
2004-07-07,1566.8,402.7,134.6709774453074
2004-07-08,1518.15,408.2,134.68739217713087
2004-07-09,1553.2,407.9,134.70380890970776
2004-07-10,1553.2,407.9,134.72022764328196
2004-07-11,1553.2,407.9,134.73664837809736
2004-07-12,1556.95,408.4,134.75307111439787
2004-07-13,1539.3,402.3,134.76949585242747
2004-07-14,1522.75,405.6,134.78592259243013
2004-07-15,1539.4,404.4,134.8025023687385
2004-07-16,1558.8,406.8,134.8190841844956
2004-07-17,1558.8,406.8,134.83566803995237
2004-07-18,1558.8,406.8,134.85225393535964
2004-07-19,1571.6,405.8,134.8688418709684
2004-07-20,1566.1,402.1,134.88543184702957
2004-07-21,1581.4,397.3,134.90202386379414
2004-07-22,1598.1,395.3,134.91861792151315
2004-07-23,1601.6,390.5,134.93521402043766
2004-07-24,1601.6,390.5,134.95181216081872
2004-07-25,1601.6,390.5,134.96841234290747
2004-07-26,1618.0,390.3,134.98501456695507
2004-07-27,1600.75,387.0,135.0016188332127
2004-07-28,1594.15,389.0,135.0182251419315
2004-07-29,1618.7,389.8,135.0348334933628
2004-07-30,1632.3,393.7,135.05144388775784
2004-07-31,1632.3,393.7,135.0680563253679
2004-08-01,1632.3,393.7,135.08467080644434
2004-08-02,1639.05,394.4,135.1012873312385
2004-08-03,1630.6,396.5,135.11790590000177
2004-08-04,1626.55,394.7,135.13452651298562
2004-08-05,1654.95,394.8,135.15114917044144
2004-08-06,1633.4,402.1,135.16777387262078
2004-08-07,1633.4,402.1,135.18440061977512
2004-08-08,1633.4,402.1,135.201029412156
2004-08-09,1642.6,403.0,135.21766025001503
2004-08-10,1652.15,402.3,135.2342931336038
2004-08-11,1621.6,397.9,135.250928063174
2004-08-12,1607.2,396.6,135.26938629462498
2004-08-13,1598.2,401.2,135.28784704514413
2004-08-14,1598.2,401.2,135.30631031507525
2004-08-15,1598.2,401.2,135.32477610476215
2004-08-16,1599.15,405.2,135.34324441454874
2004-08-17,1604.35,406.7,135.3617152447789
2004-08-18,1581.8,406.6,135.38018859579668
2004-08-19,1609.2,409.3,135.3983603261525
2004-08-20,1590.35,415.5,135.41653449565237
2004-08-21,1590.35,415.5,135.43471110462372
2004-08-22,1590.35,415.5,135.45289015339398
2004-08-23,1578.2,412.8,135.47107164229064
2004-08-24,1591.6,405.0,135.48925557164122
2004-08-25,1595.7,410.0,135.50744194177332
2004-08-26,1610.75,409.6,135.52487042632663
2004-08-27,1609.0,405.4,135.54230115246955
2004-08-28,1609.0,405.4,135.5597341204904
2004-08-29,1609.0,405.4,135.5771693306775
2004-08-30,1628.45,410.0,135.59460678331922
2004-08-31,1631.75,412.4,135.612046478704
2004-09-01,1635.45,410.8,135.62948841712029
2004-09-02,1629.3,408.0,135.6466282685798
2004-09-03,1634.1,402.5,135.66377028604697
2004-09-04,1634.1,402.5,135.68091446979548
2004-09-05,1634.1,402.5,135.69806082009913
2004-09-06,1644.0,402.5,135.7152093372317
2004-09-07,1650.15,399.4,135.732360021467
2004-09-08,1656.25,401.4,135.7495128730789
2004-09-09,1649.0,400.4,135.76682000617905
2004-09-10,1668.75,403.8,135.7841293458201
2004-09-11,1668.75,403.8,135.8014408922834
2004-09-12,1668.75,403.8,135.81875464585033
2004-09-13,1675.2,406.0,135.83607060680225
2004-09-14,1685.55,407.5,135.85338877542057
2004-09-15,1683.2,406.8,135.87070915198677
2004-09-16,1705.7,406.5,135.88833660831878
2004-09-17,1733.65,407.6,135.90596635158386
2004-09-18,1733.65,407.6,135.9235983820787
2004-09-19,1733.65,407.6,135.94123270010002
2004-09-20,1728.8,407.0,135.95886930594463
2004-09-21,1750.2,410.1,135.97650819990932
2004-09-22,1753.9,409.0,135.99414938229097
2004-09-23,1726.15,412.6,136.01240352300516
2004-09-24,1722.5,409.7,136.03066011392517
2004-09-25,1722.5,409.7,136.04891915537985
2004-09-26,1722.5,409.7,136.06718064769814
2004-09-27,1717.5,410.7,136.085444591209
2004-09-28,1700.25,414.2,136.10371098624148
2004-09-29,1727.95,414.7,136.1219798331246
2004-09-30,1745.5,420.4,136.14070984461273
2004-10-01,1775.15,421.2,136.1594424332991
2004-10-02,1775.15,421.2,136.17817759953834
2004-10-03,1775.15,421.2,136.1969153436851
2004-10-04,1805.65,415.6,136.2156556660942
2004-10-05,1812.45,419.8,136.23439856712028
2004-10-06,1794.9,420.0,136.25314404711818
2004-10-07,1815.7,419.5,136.27204515791968
2004-10-08,1820.2,424.5,136.2909488906936
2004-10-09,1817.8,424.5,136.3098552458037
2004-10-10,1817.8,424.5,136.32876422361375
2004-10-11,1807.75,423.4,136.34767582448754
2004-10-12,1786.9,416.6,136.36659004878896
2004-10-13,1786.9,414.6,136.3858132547007
2004-10-14,1794.75,419.5,136.40503917045248
2004-10-15,1795.0,420.1,136.42426779642628
2004-10-16,1795.0,420.1,136.44349913300417
2004-10-17,1795.0,420.1,136.46273318056825
2004-10-18,1786.0,417.6,136.4819699395007
2004-10-19,1808.4,421.6,136.5012094101837
2004-10-20,1790.05,424.8,136.52045159299954
2004-10-21,1779.75,425.6,136.53985021409932
2004-10-22,1779.75,425.6,136.5592515916103
2004-10-23,1779.75,425.6,136.57865572592414
2004-10-24,1779.75,425.6,136.59806261743256
2004-10-25,1757.25,429.9,136.61747226652733
2004-10-26,1781.05,427.6,136.6368846736003
2004-10-27,1783.85,425.6,136.65629983904336
2004-10-28,1800.1,426.1,136.67638756631806
2004-10-29,1786.9,429.4,136.69647824637858
2004-10-30,1786.9,429.4,136.716571879659
2004-10-31,1786.9,429.4,136.7366684665934
2004-11-01,1797.75,428.2,136.756768007616
2004-11-02,1813.7,420.8,136.77687050316095
2004-11-03,1837.4,425.4,136.7969759536626
2004-11-04,1834.85,430.8,136.81739318341337
2004-11-05,1852.3,434.3,136.83781346047763
2004-11-06,1852.3,434.3,136.8582367853102
2004-11-07,1852.3,434.3,136.87866315836595
2004-11-08,1862.8,433.4,136.89909258009988
2004-11-09,1858.75,436.2,136.91952505096697
2004-11-10,1876.1,434.5,136.93996057142232
2004-11-11,1870.55,435.4,136.9608632370751
2004-11-12,1872.95,438.3,136.9817690933337
2004-11-13,1872.95,438.3,137.0026781406851
2004-11-14,1872.95,438.3,137.0235903796164
2004-11-15,1872.95,437.3,137.04450581061477
2004-11-16,1879.0,440.5,137.06542443416745
2004-11-17,1888.65,445.1,137.08634625076175
2004-11-18,1892.05,442.9,137.10742599944578
2004-11-19,1872.35,447.0,137.12850898955986
2004-11-20,1872.35,447.0,137.14959522160245
2004-11-21,1872.35,447.0,137.17068469607204
2004-11-22,1873.35,449.0,137.19177741346724
2004-11-23,1892.6,447.9,137.2128733742867
2004-11-24,1904.05,449.3,137.23397257902917
2004-11-25,1901.05,449.3,137.25383578662192
2004-11-26,1901.05,449.3,137.2737018692099
2004-11-27,1901.05,449.3,137.29357082720924
2004-11-28,1901.05,449.3,137.3134426610361
2004-11-29,1939.65,455.8,137.33331737110674
2004-11-30,1958.8,453.2,137.35319495783747
2004-12-01,1962.05,455.9,137.37307542164467
2004-12-02,1999.0,452.3,137.39249395267584
2004-12-03,1996.2,457.8,137.41191522863608
2004-12-04,1996.2,457.8,137.43133924991338
2004-12-05,1996.2,457.8,137.45076601689584
2004-12-06,1993.15,455.9,137.47019552997156
2004-12-07,1992.7,453.7,137.48962778952873
2004-12-08,1977.95,438.7,137.50906279595557
2004-12-09,1989.95,437.2,137.52850054964037
2004-12-10,1969.0,435.3,137.54794105097147
2004-12-11,1969.0,435.3,137.5673843003373
2004-12-12,1969.0,435.3,137.58683029812627
2004-12-13,1985.35,440.3,137.6062790447269
2004-12-14,2006.8,437.3,137.62573054052774
2004-12-15,2028.7,442.2,137.64518478591742
2004-12-16,2033.2,438.2,137.66557324322002
2004-12-17,2012.1,442.9,137.68596472052795
2004-12-18,2012.1,442.9,137.70635921828853
2004-12-19,2012.1,442.9,137.72675673694917
2004-12-20,2026.85,443.6,137.74715727695735
2004-12-21,2044.65,442.9,137.76756083876057
2004-12-22,2035.35,441.4,137.78796742280645
2004-12-23,2045.15,442.9,137.80868809059788
2004-12-24,2062.7,442.9,137.82941187438038
2004-12-25,2062.7,442.9,137.8501387746225
2004-12-26,2062.7,442.9,137.87086879179293
2004-12-27,2062.6,446.2,137.89160192636038
2004-12-28,2071.35,445.3,137.91233817879365
2004-12-29,2069.6,437.0,137.9330775495616
2004-12-30,2059.8,438.4,137.95350865048684
2004-12-31,2080.5,438.4,137.97394277773392
2005-01-01,2080.5,438.4,137.99437993175113
2005-01-02,2080.5,438.4,138.01482011298677
2005-01-03,2115.0,429.7,138.03526332188926
2005-01-04,2103.75,429.2,138.05570955890707
2005-01-05,2032.2,427.3,138.07615882448872
2005-01-06,1998.35,421.6,138.0959880740593
2005-01-07,2015.5,419.5,138.11582017132744
2005-01-08,2015.5,419.5,138.13565511670208
2005-01-09,2015.5,419.5,138.15549291059224
2005-01-10,1982.0,419.7,138.175333553407
2005-01-11,1952.05,422.4,138.1951770455555
2005-01-12,1913.6,426.6,138.21502338744696
2005-01-13,1954.55,425.1,138.23518422596797
2005-01-14,1931.1,423.3,138.25534800526486
2005-01-15,1931.1,423.3,138.27551472576664
2005-01-16,1931.1,423.3,138.2956843879023
2005-01-17,1932.9,423.3,138.31585699210092
2005-01-18,1934.05,423.5,138.33603253879164
2005-01-19,1926.65,423.3,138.3562110284037
2005-01-20,1925.3,422.6,138.37654863330863
2005-01-21,1925.3,426.9,138.39688922773004
2005-01-22,1925.3,426.9,138.4172328121074
2005-01-23,1925.3,426.9,138.43757938688017
2005-01-24,1909.0,427.1,138.45792895248795
2005-01-25,1931.85,422.1,138.47828150937036
2005-01-26,1931.85,426.9,138.49848074823566
2005-01-27,1955.0,426.3,138.51868293347815
2005-01-28,2008.3,428.1,138.53888806552766
2005-01-29,2008.3,428.1,138.55909614481394
2005-01-30,2008.3,428.1,138.5793071717669
2005-01-31,2057.6,424.1,138.59952114681658
2005-02-01,2059.85,422.9,138.61973807039294
2005-02-02,2052.25,423.0,138.6399579429261
2005-02-03,2079.45,418.5,138.6598681602287
2005-02-04,2077.95,415.9,138.6797812368567
2005-02-05,2077.95,415.9,138.69969717322076
2005-02-06,2077.95,415.9,138.7196159697315
2005-02-07,2055.1,415.4,138.73953762679974
2005-02-08,2055.15,414.3,138.75946214483625
2005-02-09,2070.0,414.5,138.77938952425188
2005-02-10,2063.35,418.7,138.7993197654576
2005-02-11,2082.05,422.0,138.81925286886437
2005-02-12,2082.05,422.0,138.83918883488323
2005-02-13,2082.05,422.0,138.85912766392528
2005-02-14,2098.25,427.3,138.8790693564017
2005-02-15,2089.95,427.3,138.89901391272366
2005-02-16,2068.8,426.9,138.91896133330252
2005-02-17,2061.9,428.6,138.93906842570593
2005-02-18,2055.55,428.4,138.9591784284044
2005-02-19,2055.55,428.4,138.9792913418191
2005-02-20,2055.55,428.4,138.9994071663714
2005-02-21,2043.2,428.4,139.01952590248266
2005-02-22,2058.4,435.8,139.03964755057424
2005-02-23,2057.1,436.1,139.05977211106767
2005-02-24,2055.3,435.7,139.07974261828554
2005-02-25,2060.9,436.1,139.09971599348708
2005-02-26,2060.9,436.1,139.1196922370842
2005-02-27,2060.9,436.1,139.13967134948882
2005-02-28,2103.25,437.6,139.1596533311129
2005-03-01,2084.4,433.9,139.1796381823686
2005-03-02,2093.25,433.8,139.19962590366788
2005-03-03,2128.85,430.8,139.2194593714617
2005-03-04,2148.15,435.1,139.23929566517148
2005-03-05,2148.15,435.1,139.25913478519988
2005-03-06,2148.15,435.1,139.27897673194957
2005-03-07,2160.1,435.8,139.29882150582333
2005-03-08,2168.95,441.1,139.31866910722397
2005-03-09,2160.8,442.9,139.33851953655434
2005-03-10,2167.4,443.4,139.35837279421742
2005-03-11,2154.0,446.8,139.37822888061615
2005-03-12,2154.0,446.8,139.3980877961536
2005-03-13,2154.0,446.8,139.41794954123284
2005-03-14,2146.35,441.6,139.43781411625707
2005-03-15,2128.95,441.4,139.4576815216295
2005-03-16,2125.55,444.2,139.47755175775336
2005-03-17,2098.5,439.1,139.49742482503203
2005-03-18,2109.15,439.7,139.51730072386889
2005-03-19,2109.15,439.7,139.53717945466735
2005-03-20,2109.15,439.7,139.55706101783096
2005-03-21,2096.6,431.4,139.57694541376327
2005-03-22,2061.6,431.6,139.5968326428679
2005-03-23,2026.4,425.4,139.61735261235225
2005-03-24,2015.4,424.8,139.63787559815967
2005-03-25,2015.4,424.8,139.65840160073355
2005-03-26,2015.4,424.8,139.67893062051735
2005-03-27,2015.4,424.8,139.69946265795454
2005-03-28,2029.45,426.0,139.71999771348874
2005-03-29,1983.85,426.0,139.74053578756357
2005-03-30,1993.7,429.5,139.76107688062277
2005-03-31,2035.65,431.1,139.7814632354014
2005-04-01,2067.65,428.3,139.801852563851
2005-04-02,2067.65,428.3,139.82224486640538
2005-04-03,2067.65,428.3,139.84264014349833
2005-04-04,2063.4,426.0,139.86303839556373
2005-04-05,2052.55,426.6,139.88343962303554
2005-04-06,2069.3,429.2,139.90384382634778
2005-04-07,2052.85,428.4,139.9240934703734
2005-04-08,2031.2,428.8,139.94434604532694
2005-04-09,2031.2,428.8,139.96460155163263
2005-04-10,2031.2,428.8,139.98485998971475
2005-04-11,2008.2,430.4,140.00512135999764
2005-04-12,2024.95,429.3,140.02538566290573
2005-04-13,2025.45,431.0,140.04565289886347
2005-04-14,2025.45,425.6,140.06544921519583
2005-04-15,1956.3,426.5,140.08524832985952
2005-04-16,1956.3,426.5,140.10505024325013
2005-04-17,1956.3,426.5,140.12485495576328
2005-04-18,1927.8,429.0,140.14466246779463
2005-04-19,1909.4,434.4,140.1644727797399
2005-04-20,1929.7,436.7,140.18428589199488
2005-04-21,1948.55,434.4,140.2039435695423
2005-04-22,1967.35,435.6,140.2236040036347
2005-04-23,1967.35,435.6,140.2432671946586
2005-04-24,1967.35,435.6,140.26293314300062
2005-04-25,1970.95,435.8,140.28260184904738
2005-04-26,1957.1,439.0,140.3022733131856
2005-04-27,1935.4,434.1,140.32194753580202
2005-04-28,1941.3,432.4,140.3416245172835
2005-04-29,1902.5,436.1,140.36130425801684
2005-04-30,1902.5,436.1,140.380986758389
2005-05-01,1902.5,436.1,140.400672018787
2005-05-02,1916.75,430.5,140.4203600395978
2005-05-03,1920.7,427.7,140.4400508212085
2005-05-04,1942.6,430.0,140.45974436400627
2005-05-05,1963.3,430.7,140.47975737624023
2005-05-06,1977.5,426.9,140.49977323997203
2005-05-07,1977.5,426.9,140.51979195560796
2005-05-08,1977.5,426.9,140.5398135235544
2005-05-09,2000.75,426.9,140.5598379442177
2005-05-10,1994.3,427.9,140.57986521800433
2005-05-11,1985.95,427.9,140.59989534532085
2005-05-12,1993.15,422.2,140.6199283265738
2005-05-13,1988.3,420.7,140.63996416216983
2005-05-14,1988.3,420.7,140.66000285251565
2005-05-15,1988.3,420.7,140.68004439801797
2005-05-16,2012.6,419.3,140.70008879908363
2005-05-17,1990.8,419.8,140.7201360561195
2005-05-18,1982.75,421.9,140.74018616953245
2005-05-19,1990.85,420.8,140.760080662424
2005-05-20,1992.4,417.7,140.77997796752476
2005-05-21,1992.4,417.7,140.79987808523225
2005-05-22,1992.4,417.7,140.81978101594405
2005-05-23,2013.9,416.9,140.8396867600578
2005-05-24,2028.6,417.7,140.85959531797116
2005-05-25,2043.85,418.9,140.8795066900819
2005-05-26,2074.7,418.0,140.8995795109721
2005-05-27,2076.4,419.8,140.91965519188182
2005-05-28,2076.4,419.8,140.93973373321856
2005-05-29,2076.4,419.8,140.95981513538987
2005-05-30,2072.4,419.8,140.97989939880338
2005-05-31,2087.55,418.9,140.99998652386677
2005-06-01,2087.55,417.7,141.02007651098776
2005-06-02,2064.65,424.8,141.04016936057414
2005-06-03,2094.25,425.8,141.06026507303378
2005-06-04,2092.35,425.8,141.08036364877455
2005-06-05,2092.35,425.8,141.10046508820446
2005-06-06,2092.8,428.4,141.12056939173152
2005-06-07,2098.15,426.7,141.14067655976382
2005-06-08,2112.4,426.6,141.16078659270948
2005-06-09,2103.2,426.1,141.18105882863173
2005-06-10,2090.6,429.3,141.2013339758692
2005-06-11,2090.6,429.3,141.22161203484004
2005-06-12,2090.6,429.3,141.24189300596234
2005-06-13,2102.75,431.1,141.26217688965437
2005-06-14,2112.35,429.3,141.28246368633438
2005-06-15,2128.65,430.9,141.3027533964207
2005-06-16,2123.7,437.9,141.32336462900585
2005-06-17,2123.4,440.0,141.34397886806394
2005-06-18,2123.4,440.0,141.36459611403356
2005-06-19,2123.4,440.0,141.38521636735328
2005-06-20,2144.35,440.0,141.4058396284618
2005-06-21,2170.0,440.5,141.42646589779784
2005-06-22,2187.35,439.7,141.4470951758002
2005-06-23,2183.85,443.2,141.46772746290773
2005-06-24,2194.35,442.0,141.48836275955938
2005-06-25,2194.35,442.0,141.50900106619412
2005-06-26,2194.35,442.0,141.529642383251
2005-06-27,2199.8,441.7,141.55028671116915
2005-06-28,2169.85,437.7,141.5709340503877
2005-06-29,2191.65,438.6,141.591584401346
2005-06-30,2220.6,437.1,141.6123975884087
2005-07-01,2211.9,428.8,141.63321383489586
2005-07-02,2211.9,428.8,141.65403314125717
2005-07-03,2211.9,428.8,141.67485550794245
2005-07-04,2230.65,428.8,141.69568093540153
2005-07-05,2210.75,423.9,141.71650942408434
2005-07-06,2228.2,424.5,141.73734097444083
2005-07-07,2179.4,424.2,141.75833557537177
2005-07-08,2196.2,423.8,141.779333286092
2005-07-09,2196.2,423.8,141.80033410706216
2005-07-10,2196.2,423.8,141.82133803874297
2005-07-11,2218.85,426.3,141.8423450815952
2005-07-12,2220.8,427.1,141.86335523607968
2005-07-13,2204.05,424.6,141.8843685026573
2005-07-14,2185.1,420.2,141.90570519061004
2005-07-15,2212.55,421.3,141.92704508719143
2005-07-16,2212.55,421.3,141.948388192884
2005-07-17,2212.55,421.3,141.96973450817038
2005-07-18,2234.0,421.0,141.99108403353318
2005-07-19,2237.3,420.2,142.01243676945515
2005-07-20,2241.9,422.1,142.0337927164191
2005-07-21,2230.5,425.7,142.05515187490792
2005-07-22,2265.6,425.0,142.07651424540452
2005-07-23,2265.6,425.0,142.09787982839197
2005-07-24,2265.6,425.0,142.11924862435336
2005-07-25,2291.75,425.9,142.14062063377185
2005-07-26,2303.15,423.5,142.16199585713068
2005-07-27,2319.1,424.8,142.18337429491316
2005-07-28,2319.1,433.3,142.20475594760268
2005-07-29,2312.3,435.8,142.2261408156827
2005-07-30,2312.3,435.8,142.24752889963676
2005-07-31,2312.3,435.8,142.26892019994847
2005-08-01,2318.05,437.7,142.2903147171015
2005-08-02,2353.65,437.7,142.3117124515796
2005-08-03,2357.0,442.7,142.3331134038666
2005-08-04,2367.8,443.7,142.35387493069052
2005-08-05,2361.2,442.8,142.3746394859102
2005-08-06,2361.2,442.8,142.39540706996735
2005-08-07,2361.2,442.8,142.4161776833038
2005-08-08,2324.4,440.3,142.43695132636142
2005-08-09,2318.7,439.8,142.45772799958215
2005-08-10,2360.15,442.0,142.47850770340796
2005-08-11,2380.9,450.9,142.4989691785225
2005-08-12,2361.55,451.4,142.51943359212908
2005-08-13,2361.55,451.4,142.53990094464973
2005-08-14,2361.55,451.4,142.56037123650648
2005-08-15,2361.55,447.6,142.58084446812148
2005-08-16,2369.8,451.5,142.6013206399169
2005-08-17,2403.15,445.2,142.621799752315
2005-08-18,2388.45,444.7,142.64212081893945
2005-08-19,2383.45,442.2,142.662444780954
2005-08-20,2383.45,442.2,142.6827716387712
2005-08-21,2383.45,442.2,142.70310139280363
2005-08-22,2367.85,443.0,142.723434043464
2005-08-23,2326.1,444.3,142.743769591165
2005-08-24,2322.5,442.2,142.7641080363194
2005-08-25,2354.55,443.1,142.78444937934006
2005-08-26,2357.05,442.1,142.80479362063986
2005-08-27,2357.05,442.1,142.82514076063174
2005-08-28,2357.05,442.1,142.8454907997287
2005-08-29,2337.65,441.4,142.86584373834387
2005-08-30,2367.75,435.5,142.88619957689033
2005-08-31,2384.65,438.1,142.90655831578127
