Strategy,Windows,Median XIRR,5th pct XIRR,Worst XIRR,Best XIRR,XIRR std,% windows XIRR < 0,% windows beating Equity SIP,Median worst drop,Worst drop (any window)
Equity SIP,403,0.11798906834233534,0.016901974568572967,-0.0720248038104453,0.2153977617619638,0.05559696271970312,0.02977667493796526,0.0,-0.1845980412285283,-0.41226652075354453
Equal-weight SIP,403,0.0827917353530892,0.05615045517722002,0.04787881867199891,0.14091616029289888,0.020474404531492758,0.0,0.27543424317617865,-0.04968527621512042,-0.1388588055113289
60/20/20 annual rebal,403,0.08996431370311708,0.05550965424165764,0.0173625299088848,0.14288684984293762,0.02439436115357124,0.0,0.3027295285359802,-0.08577880675313221,-0.21415543388547909
Risk-parity SIP,403,0.07317963060543996,0.0486157380400179,0.03460933604321021,0.1084073566407049,0.01570563684857978,0.0,0.2655086848635236,-0.0335425173306263,-0.11075237313386477
Max-Sharpe SIP,403,0.0666996792165597,0.04526797643677946,0.032496331216076126,0.13374105107396378,0.021746327296179972,0.0,0.23076923076923078,-0.03688927267846509,-0.11893296410655618
Optimized SIP,403,0.0701702134299573,0.047912732649834415,0.03490965654714327,0.11633676339393569,0.017508854019312958,0.0,0.2555831265508685,-0.035114903580332424,-0.11451102026209381
