,Value
Invested,5220000.0
Final value,395730115.35235655
Wealth multiple,75.8103669257388
XIRR,0.15157596809641047
TWR CAGR,0.15914060608543612
Volatility,0.08747633393891792
Sharpe,1.7412142109014985
Sortino,3.8870464485731837
Max drawdown,-0.16714283925363138
Calmar,0.9521233861771832
Worst wealth drop,-0.14012947370711282
Annual sell turnover,0.038346334750291436
Annual cost drag,7.874888850328212e-05
