Month,Nifty,Gold,Liquid
2018-06,0.13535070421039214,0.16464929577246318,0.7000000000171447
2018-07,0.13535070421039214,0.16464929577246318,0.7000000000171447
2018-08,0.13535070421039214,0.16464929577246318,0.7000000000171447
2018-09,0.13535070421039214,0.16464929577246318,0.7000000000171447
2018-10,0.13535070421039214,0.16464929577246318,0.7000000000171447
2018-11,0.13535070421039214,0.16464929577246318,0.7000000000171447
2018-12,0.13535070421039214,0.16464929577246318,0.7000000000171447
2019-01,0.13535070421039214,0.16464929577246318,0.7000000000171447
2019-02,0.14709747086828875,0.15290252913171454,0.6999999999999967
2019-03,0.14709747086828875,0.15290252913171454,0.6999999999999967
2019-04,0.14709747086828875,0.15290252913171454,0.6999999999999967
2019-05,0.14709747086828875,0.15290252913171454,0.6999999999999967
2019-06,0.14709747086828875,0.15290252913171454,0.6999999999999967
2019-07,0.14709747086828875,0.15290252913171454,0.6999999999999967
2019-08,0.14709747086828875,0.15290252913171454,0.6999999999999967
2019-09,0.14709747086828875,0.15290252913171454,0.6999999999999967
2019-10,0.14709747086828875,0.15290252913171454,0.6999999999999967
2019-11,0.14709747086828875,0.15290252913171454,0.6999999999999967
2019-12,0.14709747086828875,0.15290252913171454,0.6999999999999967
