Strategy,Windows,Median XIRR,5th pct XIRR,Worst XIRR,Best XIRR,XIRR std,% windows XIRR < 0,% windows beating Equity SIP,Median worst drop,Worst drop (any window)
Equity SIP,60,0.12185084067939014,0.0903363573232696,0.05612932490784839,0.18254224626018603,0.02323848117959964,0.0,0.0,-0.08016258555579531,-0.0950756972901301
Equal-weight SIP,60,0.07772675791716237,0.0565714492451314,0.05538964736683188,0.10432021904308687,0.010340591846430653,0.0,0.03333333333333333,-0.0061234405981425155,-0.016805857078869613
60/20/20 annual rebal,60,0.09717606549440402,0.07539805388927728,0.06094449207162209,0.13922107126132044,0.01362259957530248,0.0,0.03333333333333333,-0.02000915837068923,-0.027542268965203398
Risk-parity SIP,60,0.0745758921347792,0.06925532750532393,0.06664171960561031,0.09226232447832462,0.004720913547972103,0.0,0.016666666666666666,0.0,0.0
Max-Sharpe SIP,60,0.07287586252964418,0.06778817698997368,0.064929129299904,0.08974822360837734,0.004557599925308921,0.0,0.016666666666666666,0.0,0.0
Optimized SIP,60,0.07355994559935743,0.06847050621689602,0.06578577249776528,0.09101413395228951,0.004624539624220477,0.0,0.016666666666666666,0.0,0.0
