,Equity SIP,Equal-weight SIP,60/20/20 annual rebal,Risk-parity SIP,Max-Sharpe SIP,Optimized SIP
2011 slowdown + euro crisis (Jan-Dec 2011),-0.23660756024896645,0.045257437789435695,-0.06872379748114321,0.08552754931331208,0.09109351930495735,0.08830820419195518
"2013 taper tantrum, rupee crash (Jun-Aug 2013)",-0.08288751083700963,0.034117703543811384,-0.017247160887134294,0.038675804039957296,0.04216700615800262,0.04042211738014578
2015-16 China/global sell-off (Mar 2015-Feb 2016),-0.20471975568342748,-0.023275746169317157,-0.08653796578225714,0.04873864354572777,0.05239848871014097,0.05055912323001577
2018 IL&FS crisis (Sep-Oct 2018),-0.10873967507581617,-0.024121257770368554,-0.05195088046050944,0.0031962869039303676,0.00421932087950716,0.00375478274717711
