,Equity SIP,Equal-weight SIP,Optimized SIP,Optimized + Ridge,Optimized + Random forest,Optimized + Gradient boosting,Optimized + Oracle (perfect foresight)
1987 crash (Sep-Nov 1987),-0.2569127049536899,-0.10428511685427644,-0.0879385751377858,-0.06636699335539675,-0.1033466946624586,-0.05387004994764932,-0.052844418773328794
Dot-com bust (Sep 2000-Sep 2002),-0.3632605667934554,-0.1357731251503943,0.0009089586982655717,0.02897552839825157,-0.0026838363840563373,-0.02575002179552166,0.1614146252045292
Global financial crisis (Nov 2007-Feb 2009),-0.3239737208288993,0.04118777448574429,0.2546645055006438,0.21484193529694529,0.1509446804413126,0.2014292346565194,0.3529598924413295
COVID crash (Feb-Mar 2020),-0.15095367651281832,-0.06154405131476015,-0.016342114421369902,-0.02309630176788091,-0.01986685404770505,-0.029702352845075275,-0.026976065755499046
2022 rate shock (Jan-Sep 2022),-0.11328467139229492,-0.09763120705810235,-0.08733609589952307,-0.08352333304208592,-0.08588050808755798,-0.08621081634479166,-0.06683246589583947
