,Value
Invested,5220000.0
Final value,227250221.6173218
Wealth multiple,43.53452521404632
XIRR,0.134053008827262
TWR CAGR,0.14191981350375626
Volatility,0.07563951671834389
Sharpe,1.8007397261061586
Sortino,4.692369904931207
Max drawdown,-0.0861494570506931
Calmar,1.6473674746463707
Worst wealth drop,-0.08191071472902578
Annual sell turnover,0.05200556264118047
Annual cost drag,0.00010704157428290975
