start,XIRR,Worst wealth drop
1983-02,0.2395712040580268,-0.056249190142521055
1983-03,0.24582437456758677,-0.05526795512872096
1983-04,0.2573094339082178,-0.05425784286135993
1983-05,0.2544560766696309,-0.0531957155510675
1983-06,0.25667820437968675,-0.05210969501241214
1983-07,0.25618556005241344,-0.05099146235321217
1983-08,0.25753974028803356,-0.049802583232195
1983-09,0.25402935905790175,-0.048535133538466835
1983-10,0.24899089004268163,-0.04719376614622539
1983-11,0.2475791418597378,-0.045801036889807634
1983-12,0.24414997492972668,-0.04433009539794497
1984-01,0.24315203405314684,-0.04277507027949312
1984-02,0.24198492997388107,-0.041140668053759044
1984-03,0.2372323939922595,-0.03944473239037338
1984-04,0.231360393137407,-0.037623973456964
1984-05,0.22301653590805087,-0.042283101808072154
1984-06,0.22033485864309746,-0.04213442222135866
1984-07,0.21924611532202434,-0.04197981281435759
1984-08,0.2148194620673299,-0.0418187168828108
1984-09,0.2127372564510963,-0.041654043854251754
1984-10,0.21148695283881971,-0.041492282752558785
1984-11,0.20689087523479155,-0.041328460284416946
1984-12,0.20242125105547507,-0.04117840641661774
1985-01,0.1989490578870744,-0.041010756208840426
1985-02,0.1975765345240292,-0.040837995891143786
1985-03,0.19801421785146542,-0.04066491783532067
1985-04,0.20104575289746865,-0.04053722115163216
1985-05,0.2012544039215237,-0.04035764477487602
1985-06,0.20133613537070968,-0.040169346656420135
1985-07,0.20296164228482838,-0.03997947243029032
1985-08,0.20125246640374062,-0.03978707497905842
1985-09,0.19862391023290868,-0.03958162527208808
1985-10,0.20877503960934352,-0.03936457813933136
1985-11,0.21441165441965293,-0.0391402194217374
1985-12,0.21385313836691314,-0.03890803375147145
1986-01,0.21558273662761576,-0.03867624643418943
1986-02,0.21945369587817395,-0.03844418028160035
1986-03,0.22413550441659807,-0.03820958625671422
1986-04,0.2067592802180556,-0.07222823104869192
1986-05,0.20186089387097053,-0.07959860587303391
1986-06,0.2033658927229642,-0.07951203777896676
1986-07,0.20011508115818075,-0.07942209127829924
1986-08,0.19827975101171272,-0.07933075333932849
1986-09,0.1999359237162971,-0.07923693309894986
1986-10,0.19756385131793883,-0.07914298864493707
1986-11,0.1982426114405329,-0.07904714621344655
1986-12,0.2000464435598596,-0.07894944497387013
1987-01,0.1965900740691433,-0.07885825272689495
1987-02,0.19238079795682786,-0.07876289159680339
1987-03,0.1908160829479403,-0.07863098418380188
1987-04,0.1878134284289963,-0.07852744243970455
