,Return
1987 crash (Sep-Nov 1987),-0.08614945705069332
Dot-com bust (Sep 2000-Sep 2002),0.06146490953972905
Global financial crisis (Nov 2007-Feb 2009),0.22701319556951738
COVID crash (Feb-Mar 2020),-0.003257475129776144
2022 rate shock (Jan-Sep 2022),-0.0795724633058571
