,Value
Invested,5220000.0
Final value,58470675.7678168
Wealth multiple,11.201278882723525
XIRR,0.09029587036270743
TWR CAGR,0.08977514011058374
Volatility,0.06884244553153124
Sharpe,1.2877957386961871
Sortino,2.1839828639040113
Max drawdown,-0.18744725698159015
Calmar,0.47893546993542224
Worst wealth drop,-0.18248370793263535
Annual sell turnover,0.0
Annual cost drag,9.917660389949973e-06
