,Value
Invested,5220000.0
Final value,255750794.2502688
Wealth multiple,48.99440502878712
XIRR,0.1377950721342693
TWR CAGR,0.14524675609893833
Volatility,0.07875201201273761
Sharpe,1.7699330495535013
Sortino,4.466443148611632
Max drawdown,-0.09078860986056614
Calmar,1.5998345642918141
Worst wealth drop,-0.09006110870230244
Annual sell turnover,0.07909491652262308
Annual cost drag,0.00016102736131303825
