,Value
Invested,1190000.0
Final value,1778154.399907012
Wealth multiple,1.494247394879842
XIRR,0.07859145579445895
TWR CAGR,0.08334863244946678
Volatility,0.0312025603608344
Sharpe,2.5896579950879066
Sortino,7.316661099952348
Max drawdown,-0.017045639994481387
Calmar,4.8897332383208445
Worst wealth drop,-0.0022142170995004262
Annual sell turnover,0.0
Annual cost drag,0.00015256064420294773
Sharpe vs Liquid,0.2643325606417155
