refit,asset,Equity mom 3m,Equity mom 12m,Equity vol 12m,Bonds mom 3m,Bonds mom 12m,Bonds vol 12m,Gold mom 3m,Gold mom 12m,Gold vol 12m,Bond yield,Bond yield chg 12m,Dividend yield,USDINR chg 12m
1983-01,Equity,0.0019931946119846103,0.0002895539958412014,0.07117870713218076,0.0,0.0,0.0,0.0,0.014394992846947709,0.0,0.00034082649363253396,0.0,0.9118027249194132,0.0
1983-01,Bonds,0.0005250943514852774,0.004284244366473236,0.000706933193065931,0.00022619226638474982,0.0002661882127900834,0.0,0.01519418105667358,0.7733818276252152,0.00020760509397318625,0.017609426138690168,0.0011610390525133311,0.010705385546375611,0.17573188309635954
1983-01,Gold,0.000906650089547366,0.009466440270459236,0.09337499039622336,0.0,0.00042090980780838433,0.6452953125727242,0.0,0.0,0.2371049911764491,0.013430705686788337,0.0,0.0,0.0
1984-01,Equity,0.01775899022971001,0.0043924492811075865,0.11754069210217169,0.0,0.0,0.0,0.0,0.0027527592146546907,0.0,0.0020408456902517857,0.0,0.8555142634821042,0.0
1984-01,Bonds,0.0,0.001367795423645393,0.0044470244615410015,0.00023294341769232566,0.0,0.0,0.006976764890023656,0.693739555831776,0.00032109555868724775,0.016244913945515672,0.005319916189076025,0.010124337179412324,0.26122565310263046
1984-01,Gold,0.0038863177286942593,0.029876914973778153,0.13042641986542355,0.0,0.0028106165564564492,0.5611821125755901,0.0,0.004619024072121907,0.264939662191339,0.0,0.0,0.002258932036596599,0.0
1985-01,Equity,0.011071830142127636,0.004719044398990631,0.1703284554771972,0.0010037833540486824,0.0014780429752224889,0.0003554595176766008,0.0,0.0008318528301156638,0.00031134671448883013,0.0,0.0,0.8094765924644197,0.0004235921257126037
1985-01,Bonds,0.0,0.002552615647295573,0.003978559245452495,0.00034881599731102363,0.0,0.0,0.0005441881112908995,0.7373018678744767,0.0,0.10625804524552804,0.0020539710452895077,0.004813502781564805,0.14214843405179098
1985-01,Gold,0.0036348702721019765,0.08644300569094264,0.020680057884947457,0.0,0.0010310571302741308,0.6900308845132699,0.0015739414782685235,0.0020739617836500433,0.18508769681449488,0.0,0.0,0.009099773388494086,0.0003447510435564621
1986-01,Equity,0.010928612288189631,0.07759228499713348,0.04221938360687665,0.007179866543691947,0.0004839060687674417,0.003717030364389467,0.0,0.0015059333143319603,0.01355410371158598,0.0024955009675920944,0.0012776929370180315,0.7837046076423082,0.05534107755811501
1986-01,Bonds,9.595904646078507e-05,0.003574978109951073,0.0009345585056313566,0.00035739166784878857,0.0,0.0,0.0,0.3438580117424682,0.00018939728299002072,0.07397511141224937,0.0004566752253868187,0.002308008989942211,0.5742499080170713
1986-01,Gold,0.00466960683160095,0.08342626871033966,0.012242028877006966,0.0006840962591690378,0.007707378985210457,0.8184491578585351,0.00014205477008595447,0.004069352793930552,0.045178702212155065,0.0067307057348129275,0.0012650664060523953,0.01305143680467628,0.002384143756424675
1987-01,Equity,0.032919463241254276,0.04820051264276742,0.018470097247697836,0.1182030612453559,0.009466021544151739,0.0294889863490148,0.0031900066692132235,0.002034569857960134,0.1216692762269256,0.050996981727874764,0.0,0.5397554052245442,0.02560561802324007
1987-01,Bonds,0.0,0.028565302479929267,0.0006005512703743616,0.0,0.0009663798777193558,0.015121459261895048,0.0,0.7675540554368405,7.553758256979254e-05,0.007798753668202103,0.0020122733015423195,0.006344969400473176,0.170960717720454
1987-01,Gold,0.0008994390010862517,0.018200390260948402,0.03265985951667431,0.0,0.025036566730493582,0.7894995083248797,0.00122236058437103,0.0021684237930722204,0.07936071237961438,0.02105662418668601,0.008103861991185384,0.010597419210839029,0.011194834020149601
1988-01,Equity,0.015971984865446747,0.03544229685391,0.04376646459566988,0.15744558176346696,0.054655990636030376,0.02796682294623882,0.011923498564962023,0.002070922145511214,0.17327896893632597,0.022002268213525255,0.002674801801906935,0.4443910330317819,0.00840936564522367
1988-01,Bonds,0.0006062063632257122,0.037543173386720106,0.0007333366411482081,0.00026638942753813354,0.000680807481689149,0.01117475046556054,0.0006832502319709484,0.7903377586867562,0.0004605880899194941,0.004302265930422368,0.00039144733054243474,0.001509707288412399,0.15131031867609457
1988-01,Gold,0.0017499466694938452,0.007022396080240871,0.04246950003694889,0.0,0.03561624016999695,0.7170175204043175,0.001013877075558107,0.008281666725802612,0.11139751973857798,0.03003078553925883,0.00954819478406436,0.01093841710168184,0.02491393567405798
1989-01,Equity,0.007667462434725917,0.07178366431710892,0.04310549576473217,0.197237215377453,0.04208939990161169,0.02816512229527234,0.0009098675802528333,0.0005736883632674213,0.1426557658185335,0.02294611019490143,0.0,0.43706431600778556,0.005801891944355264
1989-01,Bonds,0.0001956411703629968,0.03384678070631076,0.0020694127270971885,0.0005253591925751729,0.002270287324760525,0.013216343798126829,0.00044088310614225415,0.7772409630298683,0.00047395328745927887,0.0070425021700249385,0.0,0.0027627869781489556,0.1599150865091228
1989-01,Gold,0.0013890782145099241,0.005613503365190776,0.05822850647845415,0.0003151262606129414,0.05227168126719182,0.7393859392424564,0.0001046565620560057,0.0013618720487649555,0.0623179089316364,0.03568448213038378,0.020177207800819923,0.019610365794985235,0.0035396719029376525
1990-01,Equity,0.0032894830154796884,0.1644656956385687,0.07059101260400653,0.10466654984866558,0.03473528982555198,0.07465226160874557,0.0024301399887845187,0.0016494527797132127,0.21171278288593517,0.0485619204855551,0.007901382521303709,0.26996619297979213,0.005377835817898152
1990-01,Bonds,0.0,0.03989253687844486,0.006293434260478123,0.0007315172402943545,0.0008230958950526091,0.0143411736541889,0.0008060946388803776,0.7608661803712686,0.0011100946412171946,0.024762264867130648,0.0,0.009800487226886628,0.14057312032615782
1990-01,Gold,0.0011560864148163455,0.0036886477249903804,0.08645435544016164,0.0006966385759650728,0.05003722928199308,0.7600851628538693,9.684631566177892e-05,0.0009417654695848702,0.01745686430896615,0.041050441305893755,0.01849162350944384,0.012031494077418136,0.007812844721235628
1991-01,Equity,0.000496391090453997,0.18618414761553312,0.07490317972756565,0.11017646415885646,0.024706837594628855,0.13524758117374377,0.0,0.00266016025043621,0.1505238723429575,0.03529286288183902,0.011040812745465046,0.26751499559036723,0.0012526948281530118
1991-01,Bonds,0.00024007449782516367,0.05158935712653219,0.002711917681380471,0.000797050331722845,0.0006784740398454277,0.0342092483493829,4.6297247132699505e-05,0.7261084888395368,0.0016607616482933931,0.14651661706322605,0.0,0.017520539102223773,0.017921174072898345
1991-01,Gold,0.001313406207808048,0.0043464267293530905,0.08972363522380615,0.00041977633109385054,0.04234838322339336,0.7576369508137107,0.0,0.0008057769909445732,0.020233399093108673,0.034116322476217285,0.015831432430803344,0.011441727296524581,0.021782763183236378
1992-01,Equity,0.0024507375089726116,0.22906546825565277,0.05768436575291679,0.13870617386384992,0.02264228220873781,0.08324939049914412,0.0016746448239637703,0.0,0.12161467891928776,0.08034001567895925,0.009862351877229426,0.25169731230242043,0.001012578308865364
1992-01,Bonds,0.00019205222309390428,0.034496508797024525,0.000440577742912971,0.0008376799060992835,0.0011453010831922927,0.023624828373639262,0.0001323614246648171,0.7112743938238416,0.0007313339166905978,0.1943395750948922,0.0005143548294162166,0.017017106522330204,0.015253926262202275
1992-01,Gold,0.0007682888550420657,0.0021508329280589093,0.08115469181175466,0.0008081393496439783,0.03147524516226217,0.7622751560597877,0.0,0.00043809532677625894,0.01787435335976479,0.04015030455463282,0.013358527854685488,0.0170603317644772,0.0324860329731139
1993-01,Equity,0.0031843806483273203,0.1999274042260326,0.06753917268675924,0.10351251612418792,0.03033414307517244,0.0937845291100705,0.002979912097316185,0.0022228472199164666,0.1296444352294445,0.06570174569058718,0.010557928350909122,0.28998009144274767,0.0006308940985289322
1993-01,Bonds,0.00071221855298157,0.02254493179051654,0.0019812721340582806,0.0008548732110769516,0.002296489108138155,0.020902842741305355,0.00011783938681991526,0.6798644606004659,0.0013644021134204963,0.23943673579696964,0.002394448020557411,0.014731127244924322,0.012798359298765404
1993-01,Gold,0.0008481622498457575,0.0016539945118034531,0.08749483612906596,0.0007604591178687672,0.020540798566068393,0.7746782040858152,0.0003801532213992715,0.002115666994546476,0.018775952694954027,0.026643516485106045,0.009047939735817634,0.012916351759137726,0.04414396444857137
1994-01,Equity,0.001387119414052012,0.19950645145255594,0.07259147605090902,0.09713483390012925,0.031534886190930735,0.08697081330367432,0.0009108041951331831,0.0013954569951393821,0.12921813532093662,0.07989355734275123,0.010226390791600176,0.2878980761897162,0.0013319988524719232
1994-01,Bonds,0.0017275545611501097,0.026917594693461687,0.0011326388016465196,0.0013837652621165762,0.001716162368593228,0.015498954143515441,0.0003198024128097141,0.6833189206935908,0.0023276356714926148,0.2407381270013981,0.00046098010526195334,0.01268328249113947,0.011774581793823626
1994-01,Gold,0.000543623819494067,0.001894312798091545,0.08745529464981817,0.0007079522842261385,0.023256473479513165,0.7673018924913338,0.0003979497890247277,0.0028248255384883615,0.019014704442807173,0.023811142562498517,0.011181672481839815,0.016860256685959668,0.04474989897690479
1995-01,Equity,0.002125189380651676,0.16410550019021497,0.07777551814280144,0.07486803900588092,0.04418546389962809,0.049511735244762066,0.0022017970954196714,0.004887968626749951,0.119112282053431,0.06700499302584344,0.007768431013772175,0.385143069312953,0.0013100130078915846
1995-01,Bonds,0.0018699717500537641,0.03136643330649939,0.0023684127899462875,0.0021810714013056334,0.005146575788680728,0.026017079811337933,0.0008384749542953971,0.6930602934407859,0.002659184058108698,0.206443199795438,0.0019794922128054835,0.02181675004753188,0.004253060643210988
1995-01,Gold,0.0010330108198295762,0.0026499216152091926,0.09026321291492387,0.000689931851361167,0.02141928366534287,0.7629949098573097,0.0006013037412573193,0.0005633154881594336,0.019947121918123128,0.017940287746722124,0.011980478398896655,0.020909836401033773,0.0490073855818311
1996-01,Equity,0.0022412688864716286,0.24011428615289251,0.053888045077545375,0.052914798628334224,0.05280554569756539,0.09049888826907668,0.00465684815228692,0.03433254951970012,0.12084723152558256,0.07295856908076916,0.017595017497746092,0.2560251282011502,0.001121823310879335
1996-01,Bonds,0.002260568706303976,0.04341996220620975,0.0006201140823533922,0.007553331354766149,0.00843176101262631,0.01045554354687613,0.0010872280394750166,0.6783117420884764,0.0063667581088546026,0.21989645099808638,0.004134412143897873,0.013187965213958935,0.004274162498115051
1996-01,Gold,9.896746916978893e-05,0.0025871238081280412,0.0975469812266262,0.0014367826288914482,0.020072705211326487,0.7706750829656484,0.0010001879546371933,0.0017087457157986795,0.023607815164581738,0.013680427459195156,0.015131996237526316,0.026986612052831167,0.025466572105639473
1997-01,Equity,0.0029305479104085033,0.2278091687930905,0.05032830854546032,0.08825241002761597,0.06140705909833214,0.12139074768032196,0.00030832664094017955,0.030380153486188458,0.14112722399916366,0.03281631958264649,0.024653915150821312,0.2138251540126077,0.00477066507240284
1997-01,Bonds,0.0018127133368990424,0.04321432362287444,0.0008404035575027165,0.002452347911187841,0.009542477818403236,0.01497517863128676,0.001372146362345215,0.6665649536992516,0.013250627564307801,0.21998134787848214,0.007054805052382331,0.016884720710992954,0.0020539538540839722
1997-01,Gold,5.108831479095406e-05,0.0017466779175921764,0.10463926402212136,0.001170266982702785,0.016764511464120745,0.7879873519145734,0.0004087319249124838,0.00527639865121972,0.01945949766695492,0.014416848417601758,0.009647611193406702,0.015656880781505362,0.02277487074849769
1998-01,Equity,0.003142635400448605,0.12188272890257724,0.04732197496535456,0.06487492332444955,0.03543149495163701,0.12016297012064399,0.0004402817909968581,0.016637884340910337,0.317533664470156,0.009006932900210084,0.019861756027121764,0.2403281001187668,0.0033746526867272112
1998-01,Bonds,0.001278674201212083,0.046818815484836504,0.0012141920729870064,0.0012946899102352957,0.005200674633094695,0.011690434766299678,0.0011811009023044144,0.6538163944713754,0.014368817450482567,0.236744087750649,0.007720080125710485,0.01588786553455658,0.002784172696256312
1998-01,Gold,0.00019616645429045603,0.007895605758237889,0.07504307878236086,0.0003137364150449539,0.04152083208640979,0.7912987449364539,0.0007007395024975726,0.0068843519987870656,0.014127758140251663,0.002385907176184765,0.013021118878579936,0.01672482695788508,0.029887132913015937
1999-01,Equity,0.0026048437978623924,0.09247821074225362,0.03749736570151121,0.07318260320345339,0.031234509562329583,0.06015422273898337,0.000503787207946694,0.01539114466506872,0.41103043113080945,0.0048288688152999,0.014245022141156902,0.25508960475585973,0.0017593855374651883
1999-01,Bonds,0.0019293141465114836,0.03758247806003783,0.0015620274408545663,0.0008310442795363165,0.01336642206499265,0.010102133565954692,0.0015221715885398387,0.6559187807153248,0.015733883891138493,0.23492577088441785,0.008381334133707372,0.01465945109126901,0.0034851881377151164
1999-01,Gold,0.0008573183750946838,0.011167600073326052,0.06634005442419579,0.00032066112142378663,0.04478174857175416,0.8028582652803934,0.0007432418367791723,0.00948311346758116,0.012876692907645669,0.0004430942011488174,0.007931209266142197,0.025387982829800464,0.01680901764471454
2000-01,Equity,0.005351639908238027,0.08589027631550428,0.040923842730240835,0.0654129967723071,0.02033089142259476,0.06169239559725063,0.0006695627660428095,0.01216726208027384,0.42260423816490733,0.004993127886693075,0.0069276053382992435,0.2700204801568862,0.0030156808607620504
2000-01,Bonds,0.0004910909066403746,0.03238593141803075,0.0008462160635432282,0.0005566352185683362,0.008389684999080155,0.012883898730019173,0.0005567181928759692,0.5780646956491844,0.012734133537912116,0.28847652109674493,0.04362029715084543,0.015092266278106973,0.0059019107584480455
2000-01,Gold,0.0004276104991621975,0.009879579463084525,0.06176811218970162,0.0002648449373813672,0.045820180033912264,0.7496866540150158,0.00146825642176676,0.009091664311078978,0.02318428082545529,0.0013354947959085773,0.008469717865563308,0.06264868399943571,0.02595492064253371
2001-01,Equity,0.007044062326775878,0.08595106860126314,0.051819394096194356,0.07125005793166675,0.018477146187622955,0.04527267891253827,0.00023047708500523257,0.0069349247612702156,0.4551556982930236,0.00562358133972717,0.007789864937944141,0.24272207605091628,0.001728969476052009
2001-01,Bonds,0.0014524591069406461,0.026521781720641336,0.001084885018391748,0.001112130491619331,0.0040298883440097475,0.0017077669243326077,0.0009600731693845207,0.518007947709092,0.0064803345691010535,0.39903441159182096,0.017903155727102178,0.0169482059270511,0.004756959700512856
2001-01,Gold,0.0018301133455229301,0.007040179042067072,0.03714152754678239,0.0,0.044718519657813156,0.7612800886907694,0.0009662729956553282,0.0096232825819988,0.03437326304275746,0.002694466828068807,0.01555565913759716,0.05725827271198156,0.02751835441898598
