Strategy,Windows,Median XIRR,5th pct XIRR,Worst XIRR,Best XIRR,XIRR std,% windows XIRR < 0,% windows beating Equity SIP,Median worst drop,Worst drop (any window)
Equity SIP,403,0.11798906834233534,0.016901974568572967,-0.0720248038104453,0.2153977617619638,0.05559696271970312,0.02977667493796526,0.0,-0.1845980412285283,-0.41226652075354453
Equal-weight SIP,403,0.0827917353530892,0.05615045517722002,0.04787881867199891,0.14091616029289888,0.020474404531492758,0.0,0.27543424317617865,-0.04968527621512042,-0.1388588055113289
Optimized SIP,403,0.0701702134299573,0.047912732649834415,0.03490965654714327,0.11633676339393569,0.017508854019312958,0.0,0.2555831265508685,-0.035114903580332424,-0.11451102026209381
Optimized + Ridge,403,0.08030179215331813,0.05264079225620719,0.04351445639749417,0.1243412483969889,0.018345327181457562,0.0,0.2977667493796526,-0.03808892457443158,-0.13362245992578348
Optimized + Random forest,403,0.07030378042298033,0.04540150236345076,0.03575599959674089,0.11193971770359887,0.016422748751165006,0.0,0.2506203473945409,-0.0414145647018207,-0.1188973016616861
Optimized + Gradient boosting,403,0.07107299786489535,0.043692164661456305,0.033182713690531274,0.11529096118292495,0.0176546535451709,0.0,0.22084367245657568,-0.04569622698172615,-0.12459548516185237
Optimized + Oracle (perfect foresight),403,0.10112199066847742,0.07187852182213031,0.05523974915272851,0.14590769722901936,0.017409764168966557,0.0,0.37220843672456577,-0.03123148765633188,-0.10403612932586526
