,Return
1987 crash (Sep-Nov 1987),-0.10314445232273473
Dot-com bust (Sep 2000-Sep 2002),0.00018530054482024383
Global financial crisis (Nov 2007-Feb 2009),0.05266608531741079
COVID crash (Feb-Mar 2020),-0.045346424458073575
2022 rate shock (Jan-Sep 2022),-0.14926501201950138
