,Value
Invested,5220000.0
Final value,44802372.01781066
Wealth multiple,8.582829888469474
XIRR,0.08143835760677942
TWR CAGR,0.08477983985143323
Volatility,0.06085851945127175
Sharpe,1.37193284115655
Sortino,2.5682025386656826
Max drawdown,-0.1750670090419839
Calmar,0.48427079616755003
Worst wealth drop,-0.17173821078869567
Annual sell turnover,0.08769187140305566
Annual cost drag,0.00018671346600361848
