Strategy,Invested,Final value,Wealth multiple,XIRR,TWR CAGR,Volatility,Sharpe,Sortino,Max drawdown,Calmar,Worst wealth drop,Annual sell turnover,Annual cost drag
Equity SIP,5220000.0,698895897.7035191,133.888103008337,0.16947074526813038,0.18011598180358357,0.12819741119075123,1.3646308236240785,2.3963716026286326,-0.39030986157607583,0.4614692057133097,-0.3844409523153597,0.0,1.3381352577208566e-06
Equal-weight SIP,5220000.0,309463358.87821275,59.284168367473704,0.14382084330730366,0.14915829365623012,0.08428712683168273,1.700035365218032,3.8200192208931005,-0.14524459757086117,1.026945553575303,-0.13195752090625779,0.0,2.6048099106948976e-06
Optimized SIP,5220000.0,255750796.9917294,48.99440555397115,0.1377950724734882,0.14524675692615885,0.07875201225625217,1.7699330535773945,4.466443180059378,-0.09078861030501373,1.599834565571467,-0.09006110916507093,0.07909491658093537,0.00016102736137376306
Optimized + Ridge,5220000.0,270336449.9813918,51.7885919504582,0.13954963336336504,0.14755750232244402,0.07974121657964514,1.7745399447946566,4.374833173083282,-0.08706641120222092,1.6947695475781834,-0.0864435341767762,0.11807573196739474,0.0002386965177349115
Optimized + Random forest,5220000.0,223526090.4793253,42.82109013013895,0.1335291656132013,0.14203520243353096,0.07875607848295561,1.733845476940719,4.195140832192788,-0.10473844129357335,1.356094292404236,-0.08880540705505158,0.09239891105965158,0.00018782216976474868
Optimized + Gradient boosting,5220000.0,235629916.23448676,45.13983069626183,0.1352005344310637,0.14407939830558725,0.07918841674700117,1.7476569634565802,4.196394358683395,-0.09011231586597723,1.5988868660292173,-0.08914538361268687,0.11453039704896723,0.000231912858679381
Optimized + Oracle (perfect foresight),5220000.0,735360953.1555789,140.873745815245,0.17106952002764542,0.17677042443262425,0.07877552462441376,2.118367880989032,5.98243193608031,-0.07892031021067736,2.239859726358608,-0.07789462071536557,0.21883039499521917,0.00043891235635990146
