Strategy,Windows,Median XIRR,5th pct XIRR,Worst XIRR,Best XIRR,XIRR std,% windows XIRR < 0,% windows beating Equity SIP,Median worst drop,Worst drop (any window)
Equity SIP,403,0.1682320888149336,0.01590796972450241,-0.04677748676552788,0.3283653042748886,0.0900801193236618,0.02481389578163772,0.0,-0.1626576658202481,-0.30794878025943384
Equal-weight SIP,403,0.1227035391334101,0.07985631447443638,0.06539450120128065,0.26011517935698586,0.04833275382030385,0.0,0.2555831265508685,-0.043432911433288535,-0.07585867622793885
Optimized SIP,403,0.12208671006693834,0.06644642183674385,0.049763739729437054,0.2660731068693586,0.05031368371469891,0.0,0.23325062034739455,-0.043004901667815454,-0.08058438796484646
Optimized + Ridge,403,0.12514657474964164,0.07843888108626969,0.06805908126971214,0.2640164998886765,0.044530003068471914,0.0,0.2630272952853598,-0.04260594672950324,-0.08098281893461401
Optimized + Random forest,403,0.12063960711219844,0.06782195910213318,0.057970071484484395,0.2623232071045212,0.04784259538686266,0.0,0.24813895781637718,-0.04474111570860728,-0.07492377184670751
Optimized + Gradient boosting,403,0.12381505669456315,0.0703297391937383,0.05655323800294088,0.26353895212435124,0.047044128835187715,0.0,0.2531017369727047,-0.04378603510292811,-0.07717166096084715
Optimized + Oracle (perfect foresight),403,0.14900792571488441,0.11105914071616241,0.09127270384506957,0.2765054260326936,0.041714117691708984,0.0,0.4044665012406948,-0.039962027680569445,-0.07403570384610081
