,Equity SIP,Equal-weight SIP,Optimized SIP,Optimized + Ridge,Optimized + Random forest,Optimized + Gradient boosting,Optimized + Oracle (perfect foresight)
1987 crash (Sep-Nov 1987),-0.25691270430683133,-0.10428511573440158,-0.08793857249202297,-0.06636699207659669,-0.10334669255955653,-0.053860384221976254,-0.05284441907184334
Dot-com bust (Sep 2000-Sep 2002),-0.36326056519632755,-0.13577310743115578,0.0009089585289823177,0.028975531873955962,-0.002683833902442867,-0.02574990494170204,0.16141460868194546
Global financial crisis (Nov 2007-Feb 2009),-0.32397372612874276,0.041187789946166564,0.25466449997440166,0.214841933546132,0.15094467764428243,0.20106623712249316,0.3529598880238516
COVID crash (Feb-Mar 2020),-0.1509536829454936,-0.061544049050026084,-0.016342118542455708,-0.023096305596019384,-0.019866857579007746,-0.029267043610444854,-0.026976071272977742
2022 rate shock (Jan-Sep 2022),-0.11328467368098016,-0.09763120829550598,-0.08733609625236793,-0.0835233331536046,-0.08588050821224746,-0.08622794504178011,-0.06683246746779448
