,Return
1987 crash (Sep-Nov 1987),-0.08984820568363017
Dot-com bust (Sep 2000-Sep 2002),-0.07240657341002321
Global financial crisis (Nov 2007-Feb 2009),0.28021836236534603
COVID crash (Feb-Mar 2020),-0.03479259714170779
2022 rate shock (Jan-Sep 2022),-0.09651722788915207
