,Return
1987 crash (Sep-Nov 1987),-0.08291440366563019
Dot-com bust (Sep 2000-Sep 2002),0.039491072404462146
Global financial crisis (Nov 2007-Feb 2009),0.002510068056637227
COVID crash (Feb-Mar 2020),-0.01789026624028156
2022 rate shock (Jan-Sep 2022),-0.14090793385471811
