,Value
Invested,5220000.0
Final value,119106073.96488647
Wealth multiple,22.817255548828825
XIRR,0.11344732315864509
TWR CAGR,0.1198132041358515
Volatility,0.12255352674399453
Sharpe,0.9902931529732819
Sortino,1.489015594772641
Max drawdown,-0.49036491039263164
Calmar,0.24433478333496159
Worst wealth drop,-0.48322598985288334
Annual sell turnover,0.0
Annual cost drag,5.816398550844661e-06
