start,XIRR,Worst wealth drop
1983-02,0.10663423279286588,-0.05910425599604663
1983-03,0.10907619424290556,-0.05820176663038634
1983-04,0.11133146862428452,-0.057270277251458834
1983-05,0.11088203783791938,-0.05629056431409085
1983-06,0.11211121772017087,-0.05529046708964125
1983-07,0.11255591138845913,-0.05426392908816824
1983-08,0.11458144702741142,-0.05316904791130761
1983-09,0.11388379114252073,-0.05190258329219466
1983-10,0.11340142838098305,-0.05053052357819188
1983-11,0.1138322626259483,-0.04911107078487509
1983-12,0.11045998527313003,-0.04761803553767152
1984-01,0.1101035178243826,-0.04602643627089409
1984-02,0.11008996658905663,-0.044295673005713465
1984-03,0.10657957063744232,-0.042530420664067425
1984-04,0.10103186247394717,-0.04063191681099532
1984-05,0.09382805801799629,-0.04130639840189887
1984-06,0.09204011351818223,-0.04106541713280387
1984-07,0.09229761117514694,-0.04082617148193912
1984-08,0.089136929515817,-0.04058128931842042
1984-09,0.0889626588162696,-0.040326650469144965
1984-10,0.08793944171126722,-0.04007607205276231
1984-11,0.08432405597997251,-0.03981582642724113
1984-12,0.080726982450492,-0.03954400857122098
1985-01,0.07941989542834835,-0.039270647170327355
1985-02,0.07955411950521885,-0.03898657561358998
1985-03,0.08195392879902214,-0.03869743328929187
1985-04,0.08435580799009121,-0.038405324415777486
1985-05,0.08661347802630881,-0.038106119186606335
1985-06,0.0891344451893671,-0.03781785275519378
1985-07,0.09291017614214761,-0.0375278201090119
1985-08,0.09237295733031711,-0.03723803134891235
1985-09,0.08970931844539744,-0.036941404261562005
1985-10,0.09212722494429997,-0.036635373177037356
1985-11,0.0923421280958511,-0.03631638632434364
1985-12,0.09316772064548152,-0.03599135452795066
1986-01,0.09531610928837227,-0.035662904570951115
1986-02,0.09603679725385829,-0.03532326774917249
1986-03,0.0973712914808655,-0.03497958787733335
1986-04,0.09202953369272705,-0.03463810091081099
1986-05,0.08928045503979282,-0.034305550830858955
1986-06,0.08806759598213743,-0.03397164918589424
1986-07,0.08590892636975278,-0.03362495886313299
1986-08,0.08317715700170251,-0.033271799201534
1986-09,0.08588553290716973,-0.032913421043974656
1986-10,0.0844290490387178,-0.03255449089138984
1986-11,0.0873629162005899,-0.03219374202750869
1986-12,0.09085653966052376,-0.031825704334759064
1987-01,0.08884063060511721,-0.031458685336784975
1987-02,0.08618072544003887,-0.03108602058490806
1987-03,0.08778500806266397,-0.030716033515207686
1987-04,0.08566877010516677,-0.030345213771032276
1987-05,0.08069707253092041,-0.0299716269788306
1987-06,0.08613500706444294,-0.02958072235217646
1987-07,0.08934839823262375,-0.029174486765648155
1987-08,0.09133961836698588,-0.028765230539888442
1987-09,0.09026194677429672,-0.028423786214912816
1987-10,0.09065182376460658,-0.02814229524522549
1987-11,0.09218995752403002,-0.027843389292775522
1987-12,0.08886235605005892,-0.02752076971295392
1988-01,0.0874786424255134,-0.02717923705687042
1988-02,0.08834132983119426,-0.026825259695627657
1988-03,0.0921279196013533,-0.026468109569799503
1988-04,0.09384522875357384,-0.026105128848501136
1988-05,0.09675342299709183,-0.025732885622367196
1988-06,0.09427831325487733,-0.025343586498139725
1988-07,0.09322951904713998,-0.024932638657184536
1988-08,0.09547090864908991,-0.0245185317721881
1988-09,0.08916352414908647,-0.02408537365339669
1988-10,0.08915039962865702,-0.023629528892061158
1988-11,0.09172011189790245,-0.02316134259649205
1988-12,0.09492865000681543,-0.022684100313773436
1989-01,0.09736012463398007,-0.022184998380349485
1989-02,0.09839536058061855,-0.021668402630102612
1989-03,0.09513119386836431,-0.021135989440361658
1989-04,0.09385778517253851,-0.020584553104189496
1989-05,0.09506508170138821,-0.020007480288368518
1989-06,0.0904169770528003,-0.019587780015950185
1989-07,0.08441467505809117,-0.029810311680219415
1989-08,0.08622557290560709,-0.029685250605614666
1989-09,0.08215852631982515,-0.029560222516995194
1989-10,0.08231944232758195,-0.029433585116388272
1989-11,0.08628438880504491,-0.029304030153707195
1989-12,0.08731516741942451,-0.02917286796171359
1990-01,0.08507125385921153,-0.029039998092137864
1990-02,0.08192340229583134,-0.02890642133465371
1990-03,0.08277719044247135,-0.028767004239692584
1990-04,0.083963725906491,-0.0286222441849584
1990-05,0.08487568313647487,-0.02847360899425877
1990-06,0.07848676138126079,-0.028319404364497203
1990-07,0.0832708526727005,-0.028163373689685467
1990-08,0.0827021227136899,-0.02800562911860449
1990-09,0.08291804931247576,-0.027851225587432027
1990-10,0.08135075103827888,-0.02768088571258298
1990-11,0.07678061505627269,-0.027503478759146383
1990-12,0.0748434149331256,-0.027321383144606637
1991-01,0.07582293855368852,-0.027139752790438898
1991-02,0.0748919709062384,-0.026957705766953
1991-03,0.07264516178966929,-0.02677098964740443
1991-04,0.06790175704194129,-0.02658480966720156
1991-05,0.06497542316857723,-0.02639333530221577
1991-06,0.06799866140002829,-0.026197894638968156
1991-07,0.06614519369273336,-0.025996936052860242
1991-08,0.06363844052435841,-0.025790240733148617
1991-09,0.0640354845324417,-0.025578695509587024
1991-10,0.05971948306708624,-0.02536472001132195
1991-11,0.06182084225210403,-0.025146130722548676
1991-12,0.06225003042286205,-0.02492376636675475
1992-01,0.059052921233006324,-0.02469645365940576
1992-02,0.05927175421126159,-0.024466833303391056
1992-03,0.05931164440408439,-0.0242333730543719
1992-04,0.05849351249958264,-0.023990166527709467
1992-05,0.05724593332227604,-0.023736502749524213
1992-06,0.05660810193166971,-0.023475541491095986
1992-07,0.05508160693220635,-0.023208946518554985
1992-08,0.04960406068079418,-0.02293578860055079
1992-09,0.0522045052125477,-0.022662298427802208
1992-10,0.05347059620665106,-0.022382751724034144
1992-11,0.05119050380755906,-0.02209731055011388
1992-12,0.05296771147680761,-0.02180013555536553
1993-01,0.05337907974535208,-0.021490709108776596
1993-02,0.05532749384143774,-0.021174894102569897
1993-03,0.05315834223594645,-0.02085045365210003
1993-04,0.05295222469004435,-0.020521921466818416
1993-05,0.051887366102191496,-0.020188856927813137
1993-06,0.06015522089770439,-0.019846606797906063
1993-07,0.06422099672018988,-0.019498177993883092
1993-08,0.056442919393395026,-0.023537338513553885
