,Return
1987 crash (Sep-Nov 1987),-0.09230947599792538
Dot-com bust (Sep 2000-Sep 2002),0.020710221740767754
Global financial crisis (Nov 2007-Feb 2009),0.02522430210654414
COVID crash (Feb-Mar 2020),-0.0315595944353928
2022 rate shock (Jan-Sep 2022),-0.14412492439193214
