Strategy,Invested,Final value,Wealth multiple,XIRR,TWR CAGR,Volatility,Sharpe,Sortino,Max drawdown,Calmar,Worst wealth drop,Annual sell turnover,Annual cost drag
Equity SIP,5220000.0,698895897.7035191,133.888103008337,0.16947074526813038,0.18011598180358357,0.12819741119075123,1.3646308236240785,2.3963716026286326,-0.39030986157607583,0.4614692057133097,-0.3844409523153597,0.0,1.3381352577208566e-06
Equal-weight SIP,5220000.0,309463358.87821275,59.284168367473704,0.14382084330730366,0.14915829365623012,0.08428712683168273,1.700035365218032,3.8200192208931005,-0.14524459757086117,1.026945553575303,-0.13195752090625779,0.0,2.6048099106948976e-06
60/20/20 annual rebal,5220000.0,395730090.6320423,75.81036219004642,0.15157596612825217,0.15914060428840293,0.08747633353982935,1.7412142005302949,3.8870464187840628,-0.16714283849641054,0.9521233797391836,-0.14012947287248756,0.038346335523692446,7.874889014044295e-05
Risk-parity SIP,5220000.0,227250219.3014503,43.53452477039278,0.13405300850422447,0.14191981355949013,0.07563951676869045,1.8007397255912683,4.69236995478444,-0.08614945598571733,1.6473674956579984,-0.08191071012143947,0.05200556277694114,0.00010704157457330118
Max-Sharpe SIP,5220000.0,270309130.5165002,51.78335833649429,0.13954643744040093,0.14667925263832382,0.08440936226138576,1.6716859384634193,3.954078637940874,-0.12459982468960462,1.1772027208202107,-0.11813109540030897,0.10433555087504687,0.00021145231698025058
Optimized SIP,5220000.0,255750796.9917294,48.99440555397115,0.1377950724734882,0.14524675692615885,0.07875201225625217,1.7699330535773945,4.466443180059378,-0.09078861030501373,1.599834565571467,-0.09006110916507093,0.07909491658093537,0.00016102736137376306
