start,Strategy,XIRR,Worst wealth drop
1984-06,Equal-weight SIP,0.21905498958545025,-0.05108462404467662
1984-06,60/20/20 annual rebal,0.233936567540368,-0.11705942992854856
1984-06,Risk-parity SIP,0.22033486257145535,-0.04213441690677355
1984-06,Max-Sharpe SIP,0.2305299228752061,-0.05360947767270474
1984-06,Optimized SIP,0.22550481569600797,-0.048495885964692675
1984-07,Equity SIP,0.2640567998555026,-0.2218612160932384
1984-07,Equal-weight SIP,0.21786377381614752,-0.048887271783352726
1984-07,60/20/20 annual rebal,0.2330028781531474,-0.11583934351020142
1984-07,Risk-parity SIP,0.21924611952650266,-0.041979807500741484
1984-07,Max-Sharpe SIP,0.22922658774220622,-0.05346276157404173
1984-07,Optimized SIP,0.22429141200021907,-0.04834371419143357
1984-08,Equity SIP,0.25892266137352904,-0.22032572010503937
1984-08,Equal-weight SIP,0.21328597819513428,-0.046457032041791746
1984-08,60/20/20 annual rebal,0.2282220622100177,-0.11134224965720707
1984-08,Risk-parity SIP,0.21481946557058085,-0.04181871156988848
1984-08,Max-Sharpe SIP,0.22432413998290152,-0.05330731194900307
1984-08,Optimized SIP,0.21965917176897745,-0.0481857335253254
1984-09,Equity SIP,0.26038119156290224,-0.21868120655154644
1984-09,Equal-weight SIP,0.21239741809629029,-0.04596066826256573
1984-09,60/20/20 annual rebal,0.22789700610905092,-0.10777756272739714
1984-09,Risk-parity SIP,0.2127372598799048,-0.041654038541394045
1984-09,Max-Sharpe SIP,0.22263694006692866,-0.053153138583377
1984-09,Optimized SIP,0.2179534162467759,-0.04802431083805192
1984-10,Equity SIP,0.2581085162122707,-0.21706736344209487
1984-10,Equal-weight SIP,0.21040168184516103,-0.0457558251992749
1984-10,60/20/20 annual rebal,0.2280821924664504,-0.10239560150679439
1984-10,Risk-parity SIP,0.21148695641000073,-0.041492277438680114
1984-10,Max-Sharpe SIP,0.219597442201154,-0.05300276631256584
1984-10,Optimized SIP,0.21592142074259213,-0.04782496135277603
1984-11,Equity SIP,0.2535982511507628,-0.2153826034419668
1984-11,Equal-weight SIP,0.20584100293467525,-0.04555427418064084
1984-11,60/20/20 annual rebal,0.22415190115667885,-0.10153074879430712
1984-11,Risk-parity SIP,0.20689087888123128,-0.04132845497074078
1984-11,Max-Sharpe SIP,0.21453812913642448,-0.05285151289617729
1984-11,Optimized SIP,0.21111206874118035,-0.047667740652819535
1984-12,Equity SIP,0.24931876065328037,-0.21356798785984776
1984-12,Equal-weight SIP,0.20138333295205035,-0.04535363054374564
1984-12,60/20/20 annual rebal,0.218547170000853,-0.11100145290493202
1984-12,Risk-parity SIP,0.20242125479151732,-0.04117840109231752
1984-12,Max-Sharpe SIP,0.20984705143920304,-0.05269818333419252
1984-12,Optimized SIP,0.20636830998320857,-0.047506819748220575
1985-01,Equity SIP,0.24366267551603052,-0.21162247155052394
1985-01,Equal-weight SIP,0.19804668392798666,-0.04515530981449667
1985-01,60/20/20 annual rebal,0.21352450962255218,-0.11058573992124421
1985-01,Risk-parity SIP,0.19894906127693954,-0.041010750884978964
1985-01,Max-Sharpe SIP,0.20775226529356547,-0.05254072195299453
1985-01,Optimized SIP,0.20296924603236718,-0.04676730647630012
1985-02,Equity SIP,0.24429407472041667,-0.20951721273111523
1985-02,Equal-weight SIP,0.19734593757890104,-0.044958465156372474
1985-02,60/20/20 annual rebal,0.21333490251092846,-0.10714151454628484
1985-02,Risk-parity SIP,0.19757653775084946,-0.040837990566882754
1985-02,Max-Sharpe SIP,0.20634112994289716,-0.05237916462602943
1985-02,Optimized SIP,0.20158243569875525,-0.046600030272362036
1985-03,Equity SIP,0.24771399149130996,-0.20737338348390266
1985-03,Equal-weight SIP,0.1990006998638099,-0.04476710638107928
1985-03,60/20/20 annual rebal,0.21531461112411168,-0.10257544468281776
1985-03,Risk-parity SIP,0.19801422091523713,-0.040664912509844164
1985-03,Max-Sharpe SIP,0.20755157694803084,-0.05221753710047361
1985-03,Optimized SIP,0.20240393183996214,-0.04643259515917886
1985-04,Equity SIP,0.25028642205936,-0.20521584099477386
1985-04,Equal-weight SIP,0.20151602580235997,-0.04457638652070339
1985-04,60/20/20 annual rebal,0.21709468371507898,-0.09601132073727692
1985-04,Risk-parity SIP,0.2010457558020159,-0.0405372158169256
1985-04,Max-Sharpe SIP,0.20994330502066932,-0.05205730817362775
1985-04,Optimized SIP,0.20467682583495755,-0.046266335281933246
1985-05,Equity SIP,0.2516626858030655,-0.20283829352885152
1985-05,Equal-weight SIP,0.20199069353714158,-0.04437200104499006
1985-05,60/20/20 annual rebal,0.2178705344973356,-0.09158589337326706
1985-05,Risk-parity SIP,0.20125440684939724,-0.04035763944009629
1985-05,Max-Sharpe SIP,0.20985791858224936,-0.05188967788737919
1985-05,Optimized SIP,0.20476242087507607,-0.04609288225889163
1985-06,Equity SIP,0.2542090765805536,-0.20015851433772602
1985-06,Equal-weight SIP,0.20345111134660346,-0.044157367989826835
1985-06,60/20/20 annual rebal,0.2193038024612316,-0.08970151980079755
1985-06,Risk-parity SIP,0.20133613827852373,-0.040169341321401375
1985-06,Max-Sharpe SIP,0.2112660390643071,-0.05171291925362276
1985-06,Optimized SIP,0.2055136823024886,-0.04591055219553852
1985-07,Equity SIP,0.2563633168323066,-0.19730613946925557
1985-07,Equal-weight SIP,0.20574401401585232,-0.043948458539525115
1985-07,60/20/20 annual rebal,0.22165089600229324,-0.08674475285012229
1985-07,Risk-parity SIP,0.2029616454068743,-0.03997946710219524
1985-07,Max-Sharpe SIP,0.2137036180850119,-0.05153762293117059
1985-07,Optimized SIP,0.20753692618047123,-0.04572710735615171
1985-08,Equity SIP,0.25915148959509754,-0.1942174312736351
1985-08,Equal-weight SIP,0.20510552491758902,-0.043741991039513595
1985-08,60/20/20 annual rebal,0.2219409150493593,-0.08040217283341389
1985-08,Risk-parity SIP,0.20125246983289102,-0.03978706965180612
1985-08,Max-Sharpe SIP,0.21189801306646489,-0.05135752988281772
1985-08,Optimized SIP,0.20581736648822507,-0.04554192677643232
1985-09,Equity SIP,0.25763587686151856,-0.19075023204059138
1985-09,Equal-weight SIP,0.20275335546529083,-0.04352066490410811
1985-09,60/20/20 annual rebal,0.22004850902045756,-0.0746541632066432
1985-09,Risk-parity SIP,0.19862391351367828,-0.03958161994544063
1985-09,Max-Sharpe SIP,0.2090395196370662,-0.05116527721213737
1985-09,Optimized SIP,0.20311174415836786,-0.04534411778760172
1985-10,Equity SIP,0.2702901180184617,-0.18675271782197944
1985-10,Equal-weight SIP,0.213964904478974,-0.04328540929003655
1985-10,60/20/20 annual rebal,0.23272661841134817,-0.0665767344500251
1985-10,Risk-parity SIP,0.208775042825375,-0.03936457281542027
1985-10,Max-Sharpe SIP,0.21983677780159466,-0.05096207719686574
1985-10,Optimized SIP,0.213624249702283,-0.0451355673189745
1985-11,Equity SIP,0.2752972826128627,-0.18224061311754391
1985-11,Equal-weight SIP,0.21983604528726178,-0.04304583519089655
1985-11,60/20/20 annual rebal,0.239024758929198,-0.06251973598314742
1985-11,Risk-parity SIP,0.2144116575550587,-0.03914021409753288
1985-11,Max-Sharpe SIP,0.2258508687352562,-0.05075213762889241
1985-11,Optimized SIP,0.21948937227526596,-0.044920072800679334
1985-12,Equity SIP,0.2758163279134488,-0.1771474263566175
1985-12,Equal-weight SIP,0.21973082214218978,-0.04279801538055805
1985-12,60/20/20 annual rebal,0.2382201343461281,-0.06961271263797553
1985-12,Risk-parity SIP,0.21385314160646868,-0.03890802842909369
1985-12,Max-Sharpe SIP,0.22539702886488167,-0.050534901922203446
1985-12,Optimized SIP,0.21901379757400616,-0.04469633595678457
1986-01,Equity SIP,0.279464884328726,-0.17171753363806164
1986-01,Equal-weight SIP,0.22218773920234555,-0.0425543793933606
1986-01,60/20/20 annual rebal,0.2402116878620561,-0.06692345117627374
1986-01,Risk-parity SIP,0.21558274027448676,-0.0386762411146675
1986-01,Max-Sharpe SIP,0.22746277496332734,-0.050320072558658
1986-01,Optimized SIP,0.22074501683865255,-0.046020781353584894
1986-02,Equity SIP,0.2804456361346807,-0.16585530335007848
1986-02,Equal-weight SIP,0.22525541136503976,-0.04231432406241642
1986-02,60/20/20 annual rebal,0.24316805609920528,-0.0615528310798551
1986-02,Risk-parity SIP,0.21945369927985786,-0.03844417496292063
1986-02,Max-Sharpe SIP,0.23077975883929996,-0.05010584108981053
1986-02,Optimized SIP,0.22437887244150503,-0.045770033624990436
1986-03,Equity SIP,0.29130451041608324,-0.1611452745126356
1986-03,Equal-weight SIP,0.2309955330785416,-0.04206491077210872
1986-03,60/20/20 annual rebal,0.25032239833259495,-0.05480421946600589
1986-03,Risk-parity SIP,0.22413550776201668,-0.03820958093923832
1986-03,Max-Sharpe SIP,0.23470866015850392,-0.04988771273501591
1986-03,Optimized SIP,0.22872966266514852,-0.045515658717751206
1986-04,Equity SIP,0.2763397736188423,-0.15644692429972118
1986-04,Equal-weight SIP,0.21413538156922451,-0.06960558266980421
1986-04,60/20/20 annual rebal,0.23350668391274845,-0.06635958207085935
1986-04,Risk-parity SIP,0.20675928400333804,-0.07222822875420143
1986-04,Max-Sharpe SIP,0.21709261999186702,-0.07342135880693246
1986-04,Optimized SIP,0.21126624273870753,-0.07281666243104024
1986-05,Equity SIP,0.27237380238637976,-0.15134233167893985
1986-05,Equal-weight SIP,0.20947168364006813,-0.07585867622793885
1986-05,60/20/20 annual rebal,0.22908401159596514,-0.07017795008613226
1986-05,Risk-parity SIP,0.2018608981021225,-0.07959860121783346
1986-05,Max-Sharpe SIP,0.21205291568817,-0.08157877181708517
1986-05,Optimized SIP,0.2063319750106303,-0.08058438796484646
1986-06,Equity SIP,0.27707766246651333,-0.1456767434365731
1986-06,Equal-weight SIP,0.21164628761112433,-0.07579969118256924
1986-06,60/20/20 annual rebal,0.23192387284615648,-0.06959304421125245
1986-06,Risk-parity SIP,0.2033658970668927,-0.07951203312357191
1986-06,Max-Sharpe SIP,0.2133247151576991,-0.08149432999981387
1986-06,Optimized SIP,0.20775019677359924,-0.08049928091885417
1986-07,Equity SIP,0.2764166943355558,-0.13918569038027517
1986-07,Equal-weight SIP,0.20922634756003053,-0.07573519156701758
1986-07,60/20/20 annual rebal,0.23007602090284318,-0.06962219912453982
1986-07,Risk-parity SIP,0.20011508531934222,-0.0794220866226728
1986-07,Max-Sharpe SIP,0.2103802560849421,-0.081406534940213
1986-07,Optimized SIP,0.2046749919782432,-0.08041080551976498
1986-08,Equity SIP,0.26952305706655844,-0.1319207925417888
1986-08,Equal-weight SIP,0.20658648946846242,-0.0756652446465117
1986-08,60/20/20 annual rebal,0.22642594074419656,-0.0695637383067158
1986-08,Risk-parity SIP,0.19827975547382995,-0.07933074868478562
1986-08,Max-Sharpe SIP,0.20892546326224945,-0.08131745451574068
1986-08,Optimized SIP,0.2030853806574533,-0.08032095820518881
1986-09,Equity SIP,0.27234679087922276,-0.12312483323550372
1986-09,Equal-weight SIP,0.2087484468985978,-0.07560128205769201
1986-09,60/20/20 annual rebal,0.228078628460769,-0.06976015859923679
1986-09,Risk-parity SIP,0.19993592825842127,-0.0792369284442146
1986-09,Max-Sharpe SIP,0.21089200903937433,-0.08122602103868437
1986-09,Optimized SIP,0.20491936480234385,-0.0802287155098581
1986-10,Equity SIP,0.2729745846803307,-0.11287287425348813
1986-10,Equal-weight SIP,0.20714716709410502,-0.07553804102152939
1986-10,60/20/20 annual rebal,0.22800763416766776,-0.06979470478487027
1986-10,Risk-parity SIP,0.19756385534380902,-0.07914298398988251
1986-10,Max-Sharpe SIP,0.2085679028705134,-0.08113411886701394
1986-10,Optimized SIP,0.20258395301256985,-0.0801362772666242
1986-11,Equity SIP,0.27652279822997955,-0.10017878551699233
1986-11,Equal-weight SIP,0.20896971321932148,-0.07547830445898562
1986-11,60/20/20 annual rebal,0.23066869388234976,-0.06987763944081882
1986-11,Risk-parity SIP,0.1982426154318892,-0.07904714155889225
1986-11,Max-Sharpe SIP,0.21005741031575031,-0.0810395506232765
1986-11,Optimized SIP,0.20367043243135846,-0.0800416040257923
1986-12,Equity SIP,0.2822154252409373,-0.08456936665892101
1986-12,Equal-weight SIP,0.2121956393900182,-0.07541894820784834
1986-12,60/20/20 annual rebal,0.23389846385633697,-0.0697593746694084
1986-12,Risk-parity SIP,0.20004644733171617,-0.0789494403177965
1986-12,Max-Sharpe SIP,0.21278168539477038,-0.08094331595511317
1986-12,Optimized SIP,0.20593223632447755,-0.07994528520566513
1987-01,Equity SIP,0.2811435184308402,-0.06859271568549508
1987-01,Equal-weight SIP,0.20971198911032524,-0.0753542608037282
1987-01,60/20/20 annual rebal,0.23129826276701826,-0.06975197590974602
1987-01,Risk-parity SIP,0.19659007775938317,-0.07885824807134867
1987-01,Max-Sharpe SIP,0.20996602182041854,-0.0808466237483424
1987-01,Optimized SIP,0.20286287923046373,-0.07984816607566103
1987-02,Equity SIP,0.28371265968450043,-0.06815268243939043
1987-02,Equal-weight SIP,0.20776124878936533,-0.07528700416190581
1987-02,60/20/20 annual rebal,0.23021474253192892,-0.06979589989964774
1987-02,Risk-parity SIP,0.1923808016534801,-0.0787628869418372
1987-02,Max-Sharpe SIP,0.20679105047027194,-0.08074818560387775
1987-02,Optimized SIP,0.19939149696318073,-0.07974910262413604
1987-03,Equity SIP,0.2882027982141437,-0.06770912095751924
1987-03,Equal-weight SIP,0.20921958555973835,-0.07521158878682765
1987-03,60/20/20 annual rebal,0.2324890314995566,-0.06957055822502245
1987-03,Risk-parity SIP,0.1908160870428778,-0.0786309795258876
1987-03,Max-Sharpe SIP,0.20867169264938984,-0.08064844701220675
1987-03,Optimized SIP,0.19970592827109732,-0.07964884642072778
1987-04,Equity SIP,0.2838319546384183,-0.06726708198945652
1987-04,Equal-weight SIP,0.2054622661889466,-0.07512450026697359
1987-04,60/20/20 annual rebal,0.2285928098696817,-0.06998338191415088
1987-04,Risk-parity SIP,0.18781343249255564,-0.07852743778153803
1987-04,Max-Sharpe SIP,0.20452578921975703,-0.08054687998557286
1987-04,Optimized SIP,0.19617690192498044,-0.079546705036316
1987-05,Equity SIP,0.2740071322364105,-0.06681231395201359
1987-05,Equal-weight SIP,0.1979684266305422,-0.07503019869062
1987-05,60/20/20 annual rebal,0.22014240508697716,-0.0690490536683499
1987-05,Risk-parity SIP,0.1808292216444992,-0.0784211688309433
1987-05,Max-Sharpe SIP,0.19730051653813271,-0.08044254874740508
1987-05,Optimized SIP,0.1892096919470752,-0.07944182092879981
1987-06,Equity SIP,0.28708723056405105,-0.06632012537873833
1987-06,Equal-weight SIP,0.20458270099602965,-0.07492746335483125
1987-06,60/20/20 annual rebal,0.22752681643099584,-0.06844136589379635
1987-06,Risk-parity SIP,0.18434622486338126,-0.07830910824884862
1987-06,Max-Sharpe SIP,0.20384605274389306,-0.0803314974770113
1987-06,Optimized SIP,0.1938317951417041,-0.07933081717135837
1987-07,Equity SIP,0.29334337576079156,-0.06578971547067802
1987-07,Equal-weight SIP,0.20763317943371096,-0.07481535379968351
1987-07,60/20/20 annual rebal,0.2314480588743133,-0.06844191945818456
1987-07,Risk-parity SIP,0.1853678123844009,-0.07819094074611421
1987-07,Max-Sharpe SIP,0.20710665888224894,-0.08021368723212063
1987-07,Optimized SIP,0.19576850331583487,-0.07921330161943307
1987-08,Equity SIP,0.3000830026051252,-0.06525503024824142
1987-08,Equal-weight SIP,0.2098955203484798,-0.07469833200603826
1987-08,60/20/20 annual rebal,0.23401239499810608,-0.06836125174342778
1987-08,Risk-parity SIP,0.18411160996880294,-0.07807218046400333
1987-08,Max-Sharpe SIP,0.21008319902137665,-0.08009546949796109
1987-08,Optimized SIP,0.1963392604718483,-0.07909519075376226
1987-09,Equity SIP,0.29893810529913417,-0.06470960959560523
1987-09,Equal-weight SIP,0.20871463999356785,-0.0745758435862105
1987-09,60/20/20 annual rebal,0.23400437166219223,-0.0685363431398599
1987-09,Risk-parity SIP,0.18288127391406445,-0.07795185704930696
1987-09,Max-Sharpe SIP,0.20881174297256994,-0.07997574600138635
1987-09,Optimized SIP,0.1950791103763904,-0.07897572147387211
1987-10,Equity SIP,0.30056219980171356,-0.06416714076983254
1987-10,Equal-weight SIP,0.21011515026179814,-0.07444123943624126
1987-10,60/20/20 annual rebal,0.2357109430471761,-0.06854661035918241
1987-10,Risk-parity SIP,0.18384270969701846,-0.07782993343963895
1987-10,Max-Sharpe SIP,0.2102731052942957,-0.07985417218395907
1987-10,Optimized SIP,0.19627443908236172,-0.07885453028155365
1987-11,Equity SIP,0.2995555704748905,-0.06356667854330245
1987-11,Equal-weight SIP,0.20914408474673785,-0.0742964428476578
1987-11,60/20/20 annual rebal,0.23510739015220877,-0.06861088348102584
1987-11,Risk-parity SIP,0.18260967102108336,-0.07769890349730779
1987-11,Max-Sharpe SIP,0.20933967790313016,-0.07972309996828575
1987-11,Optimized SIP,0.19518748775795886,-0.07872407540804471
1987-12,Equity SIP,0.2987112876709517,-0.06283767070306057
1987-12,Equal-weight SIP,0.2090146714725689,-0.07416154349511717
1987-12,60/20/20 annual rebal,0.2335994641164532,-0.06846260007182114
1987-12,Risk-parity SIP,0.1812508077737231,-0.07755804082297457
1987-12,Max-Sharpe SIP,0.21023614371164345,-0.07958179386560726
1987-12,Optimized SIP,0.19495275165622217,-0.07858349235343032
1988-01,Equity SIP,0.30939580763614954,-0.0619278326973588
1988-01,Equal-weight SIP,0.21735108600601688,-0.0740481342842697
1988-01,60/20/20 annual rebal,0.24097086908166784,-0.06839778091432591
1988-01,Risk-parity SIP,0.18645731308985794,-0.07740876810790442
1988-01,Max-Sharpe SIP,0.21940664443776947,-0.07943131621509436
1988-01,Optimized SIP,0.2023827879756809,-0.07843333152822152
1988-02,Equity SIP,0.3052283412072077,-0.06091034128584749
1988-02,Equal-weight SIP,0.21527611498298718,-0.07393259162793298
1988-02,60/20/20 annual rebal,0.2389404750098774,-0.06838063255127136
1988-02,Risk-parity SIP,0.18489387169384316,-0.07725424774358647
1988-02,Max-Sharpe SIP,0.21799301073157312,-0.07927346382734879
1988-02,Optimized SIP,0.20095496078481204,-0.07827616660381054
1988-03,Equity SIP,0.3104934350578086,-0.05984190745789253
1988-03,Equal-weight SIP,0.21691345485975516,-0.07381168902721624
1988-03,60/20/20 annual rebal,0.24153770865387703,-0.06809907615490285
1988-03,Risk-parity SIP,0.18601818161664835,-0.07709812978949471
1988-03,Max-Sharpe SIP,0.22127606529699187,-0.07911351539729672
1988-03,Optimized SIP,0.2028523992395293,-0.07811692215092736
1988-04,Equity SIP,0.31835952650172056,-0.058702231389546555
1988-04,Equal-weight SIP,0.2210877567316413,-0.07368468221756397
1988-04,60/20/20 annual rebal,0.2457550198586057,-0.06845152024255852
1988-04,Risk-parity SIP,0.18810672299199632,-0.0769376861377381
1988-04,Max-Sharpe SIP,0.22714451452447224,-0.07894968113982481
1988-04,Optimized SIP,0.20690737889759991,-0.0779533349427386
1988-05,Equity SIP,0.3208072966341055,-0.05747248672945093
1988-05,Equal-weight SIP,0.22281587123355706,-0.07354579252667004
1988-05,60/20/20 annual rebal,0.24869714646886987,-0.06745546710268313
1988-05,Risk-parity SIP,0.1904147981232395,-0.07677073858487282
1988-05,Max-Sharpe SIP,0.22957145248729297,-0.07877854055784916
1988-05,Optimized SIP,0.20926677572612198,-0.07778261768982653
1988-06,Equity SIP,0.31944514013069253,-0.056519138124380364
1988-06,Equal-weight SIP,0.2218223607303488,-0.0734008183546987
1988-06,60/20/20 annual rebal,0.24716130863291894,-0.06677484480693974
1988-06,Risk-parity SIP,0.1887751913188187,-0.0765976368337844
1988-06,Max-Sharpe SIP,0.2288590032827885,-0.07859993987326974
1988-06,Optimized SIP,0.2080807272135407,-0.07760662676529373
1988-07,Equity SIP,0.32351266252384675,-0.05643183202543467
1988-07,Equal-weight SIP,0.22682974917263407,-0.07324953997579275
1988-07,60/20/20 annual rebal,0.2514198769504975,-0.06669282739637206
1988-07,Risk-parity SIP,0.1933784276174005,-0.07641609892260048
1988-07,Max-Sharpe SIP,0.23398318948240118,-0.0784116603428685
1988-07,Optimized SIP,0.21290304779496644,-0.07742404359935728
1988-08,Equity SIP,0.3283653042748886,-0.05634774866111347
1988-08,Equal-weight SIP,0.2293014774046203,-0.07309276327564429
1988-08,60/20/20 annual rebal,0.25430729611740543,-0.06654393067140063
1988-08,Risk-parity SIP,0.19450010513725832,-0.0762373220375202
1988-08,Max-Sharpe SIP,0.23763437776285995,-0.0782262003812294
1988-08,Optimized SIP,0.2153316066834849,-0.07724449977222925
1988-09,Equity SIP,0.311566025116159,-0.06327376947457475
1988-09,Equal-weight SIP,0.21914641062136228,-0.07293014749174087
1988-09,60/20/20 annual rebal,0.24380269933917065,-0.0666415373486079
1988-09,Risk-parity SIP,0.18684635846288775,-0.07605261499415117
1988-09,Max-Sharpe SIP,0.22562791870647517,-0.07803446836766414
1988-09,Optimized SIP,0.20532466755693257,-0.0770593930554645
1988-10,Equity SIP,0.29661315484197637,-0.11316924189718103
1988-10,Equal-weight SIP,0.21240588503288352,-0.07276119402459225
1988-10,60/20/20 annual rebal,0.23552140468453198,-0.06655755213200398
1988-10,Risk-parity SIP,0.18363348720450512,-0.07585819877195998
1988-10,Max-Sharpe SIP,0.21659623774968553,-0.07783293492317045
