,Value
Invested,1190000.0
Final value,1774231.4460045497
Wealth multiple,1.4909507949618066
XIRR,0.07816710332776938
TWR CAGR,0.08301601268154024
Volatility,0.03169330232230741
Sharpe,2.5402831979383667
Sortino,7.121965265743757
Max drawdown,-0.017291638821813504
Calmar,4.8009337655616
Worst wealth drop,-0.002207371206176423
Annual sell turnover,0.0
Annual cost drag,0.00015289943610740717
Sharpe vs Liquid,0.2509633129662674
