start,XIRR,Worst wealth drop
2010-02,0.09101413395228951,0.0
2010-03,0.08604631542984673,0.0
2010-04,0.08169798285601095,0.0
2010-05,0.08019679870933208,0.0
2010-06,0.08132501911316747,0.0
2010-07,0.07872109844674671,0.0
2010-08,0.07444461491533878,0.0
2010-09,0.07535002181494073,0.0
2010-10,0.07212533815308339,0.0
2010-11,0.07346014987118028,0.0
2010-12,0.06805287063016771,0.0
2011-01,0.06677077384025303,0.0
2011-02,0.06925086955780516,0.0
2011-03,0.07269702007992797,0.0
2011-04,0.07443432249313553,0.0
2011-05,0.07757876761432479,0.0
2011-06,0.07502867394008131,0.0
2011-07,0.08126791313708104,0.0
2011-08,0.08345992080123404,0.0
2011-09,0.08083228507609264,0.0
2011-10,0.07875172744723231,0.0
2011-11,0.07562109798625587,0.0
2011-12,0.0686855627166837,0.0
2012-01,0.06578577249776528,0.0
2012-02,0.07030759945454565,0.0
2012-03,0.0728494774862793,0.0
2012-04,0.07163758246947632,0.0
2012-05,0.07178697383350906,0.0
2012-06,0.07313739296336283,0.0
2012-07,0.07033203609965145,0.0
2012-08,0.07414420491847623,0.0
2012-09,0.07492186840295145,0.0
2012-10,0.07248116309305006,0.0
2012-11,0.07365974132753457,0.0
2012-12,0.07228382499791383,0.0
2013-01,0.07388718398162532,0.0
2013-02,0.0773529405274064,0.0
2013-03,0.07336822458271368,0.0
2013-04,0.07165813401071128,0.0
2013-05,0.0744265073088638,0.0
2013-06,0.07398399244925735,0.0
2013-07,0.07167212113099974,0.0
2013-08,0.0725697175908422,0.0
2013-09,0.0744900261152303,0.0
2013-10,0.07102698838942546,0.0
2013-11,0.07132018333062536,0.0
2013-12,0.06849248703725014,0.0
2014-01,0.07065751444337069,0.0
2014-02,0.073002678949045,0.0
2014-03,0.0704782194784522,0.0
2014-04,0.0724426047463025,0.0
2014-05,0.07192706831975439,0.0
2014-06,0.07326270668673773,0.0
2014-07,0.07571446610029547,0.0
2014-08,0.07228942910352483,0.0
2014-09,0.07771850480782434,0.0
2014-10,0.07646073507260802,0.0
2014-11,0.07872671597163174,0.0
2014-12,0.07742010306011915,0.0
2015-01,0.07861650158094188,0.0
