,Value
Invested,5220000.0
Final value,309463387.2129151
Wealth multiple,59.28417379557761
XIRR,0.1438208461983027
TWR CAGR,0.14915829592806773
Volatility,0.08428712832388371
Sharpe,1.7000353603499148
Sortino,3.8200191367921787
Max drawdown,-0.14524460977285858
Calmar,1.026945482943082
Worst wealth drop,-0.1319575388653016
Annual sell turnover,0.0
Annual cost drag,2.6048097855867455e-06
