,Return
1987 crash (Sep-Nov 1987),-0.10428511685427644
Dot-com bust (Sep 2000-Sep 2002),-0.1357731251503943
Global financial crisis (Nov 2007-Feb 2009),0.04118777448574429
COVID crash (Feb-Mar 2020),-0.06154405131476015
2022 rate shock (Jan-Sep 2022),-0.09763120705810235
