,Value
Invested,1190000.0
Final value,1770115.8748866445
Wealth multiple,1.4874923318375164
XIRR,0.07772082965195012
TWR CAGR,0.08266412392650935
Volatility,0.03223966893509563
Sharpe,2.487617131038997
Sortino,6.916161943007469
Max drawdown,-0.017537014939695172
Calmar,4.713694104200051
Worst wealth drop,-0.0021997690206245757
Annual sell turnover,0.0
Annual cost drag,0.000153246244249474
Sharpe vs Liquid,0.23709441714390359
