,Value
Invested,5220000.0
Final value,73278510.50840273
Wealth multiple,14.038028833027344
XIRR,0.09771211250413174
TWR CAGR,0.09989912601880313
Volatility,0.07615848270521211
Sharpe,1.2934896203084323
Sortino,2.1541259691813135
Max drawdown,-0.24152956733659203
Calmar,0.41361033814789716
Worst wealth drop,-0.23415673234791345
Annual sell turnover,0.03786128015605243
Annual cost drag,8.382948596326336e-05
